topic,regression_label_binary,regression_label,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Cloning,1,0.7321428571428572,0.182,0.144,0.341,0.093,0.134,0.093,0.377,0.319,0.783,150,247,397,300-400
Cloning,0,0.328125,0.216,0.18,0.414,0.131,0.151,0.131,0.255,0.17,0.511,234,251,485,400-500
Cloning,1,0.5178571428571429,0.316,0.175,0.737,0.261,0.218,0.435,0.267,0.178,0.533,43,60,103,100-200
Cloning,0,0.4642857142857143,0.263,0.193,0.461,0.162,0.19,0.162,0.133,0.133,0.133,198,98,296,250-300
Cloning,1,0.7142857142857143,0.278,0.148,0.5,0.14,0.193,0.233,0.294,0.216,0.529,45,138,183,100-200
Cloning,0,0.2321428571428571,0.093,0.093,0.093,0.167,0.185,0.167,0.129,0.065,0.129,179,37,216,200-250
Cloning,1,0.6785714285714286,0.264,0.198,0.549,0.182,0.209,0.273,0.125,0.125,0.125,294,146,440,400-500
Cloning,1,0.7142857142857143,0.261,0.196,0.379,0.167,0.178,0.111,0.167,0.125,0.25,439,278,717,>500
Cloning,1,0.5555555555555556,0.256,0.194,0.442,0.157,0.173,0.157,0.2,0.2,0.3,158,256,414,400-500
Cloning,1,0.6071428571428571,0.385,0.282,0.692,0.113,0.127,0.151,0.279,0.233,0.558,128,126,254,250-300
Cloning,1,0.6607142857142857,0.275,0.222,0.51,0.109,0.174,0.109,0.323,0.237,0.581,152,57,209,200-250
Cloning,1,0.5535714285714286,0.184,0.215,0.402,0.151,0.205,0.189,0.238,0.206,0.333,167,188,355,300-400
Cloning,0,0.2857142857142857,0.0,0.0,0.0,0.118,0.149,0.235,0.0,0.0,0.0,56,16,72,<100
Cloning,1,0.6607142857142857,0.202,0.157,0.382,0.203,0.225,0.271,0.216,0.18,0.432,294,145,439,400-500
Cloning,0,0.4642857142857143,0.305,0.215,0.576,0.067,0.137,0.1,0.167,0.1,0.367,156,69,225,200-250
Cloning,1,0.625,0.0,0.0,0.0,0.127,0.203,0.127,0.0,0.0,0.0,74,28,102,100-200
Cloning,0,0.3571428571428571,0.152,0.111,0.273,0.083,0.156,0.125,0.242,0.202,0.364,37,246,283,250-300
Cloning,1,0.7857142857142857,0.248,0.165,0.537,0.192,0.172,0.385,0.255,0.23,0.364,162,412,574,>500
Cloning,1,0.6964285714285714,0.217,0.145,0.478,0.08,0.14,0.107,0.258,0.194,0.516,81,178,259,250-300
Cloning,1,0.6785714285714286,0.22,0.195,0.439,0.053,0.123,0.053,0.235,0.196,0.412,173,170,343,300-400
Cloning,1,0.6607142857142857,0.182,0.182,0.364,0.167,0.181,0.167,0.171,0.133,0.4,256,132,388,300-400
Cloning,0,0.3333333333333333,0.132,0.132,0.237,0.25,0.212,0.375,0.194,0.151,0.323,102,246,348,300-400
Cloning,1,0.875,0.308,0.224,0.577,0.217,0.242,0.304,0.321,0.214,0.607,211,201,412,400-500
Cloning,0,0.2857142857142857,0.141,0.141,0.25,0.093,0.155,0.186,0.167,0.167,0.125,183,396,579,>500
Cloning,1,0.5178571428571429,0.174,0.145,0.304,0.34,0.315,0.596,0.261,0.261,0.261,52,182,234,200-250
Cloning,1,0.625,0.289,0.232,0.547,0.16,0.112,0.32,0.133,0.133,0.133,195,139,334,300-400
Cloning,1,0.6428571428571428,0.154,0.154,0.154,0.138,0.138,0.138,0.2,0.2,0.2,27,93,120,100-200
Cloning,1,0.7857142857142857,0.304,0.21,0.739,0.194,0.218,0.194,0.333,0.222,0.714,275,173,448,400-500
Cloning,1,0.6071428571428571,0.2,0.142,0.45,0.254,0.206,0.476,0.339,0.271,0.644,288,111,399,300-400
Cloning,0,0.3928571428571428,0.229,0.21,0.4,0.167,0.163,0.2,0.238,0.206,0.333,156,214,370,300-400
Cloning,1,0.5714285714285714,0.145,0.109,0.218,0.213,0.21,0.298,0.171,0.114,0.171,163,82,245,200-250
Cloning,1,0.8214285714285714,0.213,0.148,0.459,0.074,0.083,0.074,0.25,0.188,0.531,119,361,480,400-500
Cloning,1,0.5357142857142857,0.245,0.204,0.612,0.071,0.097,0.071,0.37,0.321,0.519,101,137,238,200-250
Cloning,1,0.5892857142857143,0.066,0.098,0.066,0.125,0.158,0.125,0.098,0.098,0.098,64,289,353,300-400
Cloning,1,0.7142857142857143,0.134,0.101,0.235,0.123,0.159,0.154,0.222,0.173,0.407,488,156,644,>500
Cloning,1,0.6785714285714286,0.164,0.164,0.345,0.27,0.3,0.216,0.189,0.151,0.264,152,331,483,400-500
Cloning,1,0.5178571428571429,0.094,0.104,0.281,0.333,0.291,0.533,0.182,0.121,0.303,114,163,277,250-300
Cloning,0,0.25,0.0,0.0,0.0,0.255,0.252,0.255,0.0,0.0,0.0,110,16,126,100-200
Cloning,1,0.5535714285714286,0.172,0.126,0.31,0.05,0.081,0.05,0.324,0.252,0.541,102,119,221,200-250
Cloning,0,0.3035714285714285,0.0,0.0,0.0,0.213,0.225,0.298,0.0,0.0,0.0,128,16,144,100-200
Cloning,1,0.6785714285714286,0.215,0.158,0.204,0.182,0.199,0.136,0.175,0.14,0.14,225,182,407,400-500
Cloning,1,0.8214285714285714,0.321,0.25,0.536,0.172,0.172,0.241,0.571,0.429,1.0,147,62,209,200-250
Cloning,1,0.7857142857142857,0.326,0.203,0.63,0.185,0.191,0.37,0.091,0.136,0.227,189,216,405,400-500
Cloning,0,0.125,0.062,0.062,0.062,0.178,0.182,0.267,0.125,0.125,0.125,75,16,91,<100
Cloning,0,0.421875,0.222,0.193,0.333,0.121,0.164,0.121,0.233,0.155,0.279,134,286,420,400-500
Cloning,0,0.5,0.119,0.08,0.269,0.111,0.136,0.056,0.133,0.089,0.267,150,74,224,200-250
Cloning,0,0.5,0.375,0.292,0.625,0.25,0.251,0.35,0.238,0.206,0.31,100,126,226,200-250
Cloning,0,0.5,0.222,0.222,0.267,0.194,0.187,0.194,0.279,0.217,0.465,134,110,244,200-250
Cloning,1,0.6607142857142857,0.333,0.25,0.583,0.098,0.138,0.098,0.057,0.057,0.057,132,119,251,250-300
Cloning,1,0.7142857142857143,0.222,0.138,0.54,0.136,0.216,0.203,0.208,0.153,0.542,208,57,265,250-300
Cloning,1,0.75,0.293,0.246,0.576,0.554,0.423,0.946,0.414,0.322,0.707,115,251,366,300-400
Cloning,1,0.5535714285714286,0.367,0.252,0.633,0.133,0.138,0.222,0.552,0.414,0.966,286,166,452,400-500
Cloning,0,0.3392857142857143,0.125,0.125,0.125,0.1,0.138,0.1,0.133,0.133,0.133,31,37,68,<100
Cloning,1,0.5178571428571429,0.115,0.115,0.154,0.174,0.163,0.348,0.109,0.145,0.145,212,289,501,>500
Cloning,1,0.5357142857142857,0.242,0.202,0.424,0.29,0.261,0.435,0.197,0.164,0.328,128,156,284,250-300
Cloning,1,0.5714285714285714,0.218,0.182,0.4,0.12,0.189,0.16,0.14,0.093,0.233,128,109,237,200-250
Cloning,1,0.6607142857142857,0.256,0.194,0.465,0.16,0.225,0.36,0.264,0.214,0.415,158,205,363,300-400
Cloning,1,0.6428571428571428,0.172,0.149,0.31,0.19,0.173,0.286,0.222,0.123,0.519,140,127,267,250-300
Cloning,0,0.4464285714285714,0.041,0.041,0.041,0.077,0.124,0.038,0.078,0.078,0.078,375,52,427,400-500
Cloning,1,0.6071428571428571,0.239,0.22,0.349,0.2,0.234,0.3,0.293,0.26,0.39,296,182,478,400-500
Cloning,0,0.2678571428571428,0.0,0.0,0.0,0.118,0.189,0.118,0.0,0.0,0.0,251,16,267,250-300
Cloning,1,0.7857142857142857,0.342,0.254,0.605,0.098,0.158,0.146,0.238,0.143,0.524,157,174,331,300-400
Cloning,1,0.5535714285714286,0.257,0.19,0.514,0.077,0.077,0.077,0.162,0.09,0.378,178,109,287,250-300
Cloning,1,0.5535714285714286,0.389,0.278,0.722,0.23,0.175,0.328,0.276,0.184,0.552,62,113,175,100-200
Cloning,1,0.7142857142857143,0.205,0.177,0.386,0.103,0.197,0.138,0.218,0.133,0.364,412,220,632,>500
Cloning,1,0.6428571428571428,0.304,0.21,0.5,0.088,0.151,0.147,0.16,0.147,0.4,186,227,413,400-500
Cloning,1,0.7857142857142857,0.23,0.184,0.414,0.211,0.211,0.316,0.262,0.273,0.328,232,162,394,300-400
Cloning,1,0.6071428571428571,0.202,0.157,0.404,0.111,0.219,0.148,0.261,0.232,0.348,140,232,372,300-400
Cloning,0,0.1964285714285714,0.0,0.0,0.0,0.154,0.249,0.231,0.0,0.0,0.0,84,16,100,<100
Cloning,1,0.5892857142857143,0.205,0.137,0.308,0.207,0.276,0.31,0.207,0.172,0.31,313,165,478,400-500
Cloning,0,0.4821428571428571,0.136,0.113,0.339,0.255,0.252,0.34,0.174,0.145,0.435,162,109,271,250-300
Cloning,1,0.6666666666666666,0.261,0.174,0.493,0.179,0.199,0.179,0.195,0.211,0.341,146,157,303,300-400
Cloning,1,0.6428571428571428,0.214,0.155,0.369,0.162,0.148,0.162,0.204,0.259,0.449,251,254,505,>500
Cloning,1,0.625,0.085,0.085,0.085,0.185,0.17,0.338,0.143,0.143,0.143,185,52,237,200-250
Cloning,1,0.6428571428571428,0.186,0.163,0.395,0.108,0.145,0.054,0.29,0.204,0.548,138,206,344,300-400
Cloning,1,0.625,0.277,0.246,0.523,0.163,0.141,0.163,0.233,0.167,0.433,110,156,266,250-300
Cloning,1,0.6607142857142857,0.257,0.198,0.535,0.28,0.248,0.56,0.16,0.133,0.24,220,278,498,400-500
Cloning,1,0.8035714285714286,0.25,0.167,0.5,0.207,0.205,0.345,0.267,0.178,0.533,50,82,132,100-200
Cloning,1,0.7678571428571428,0.214,0.195,0.386,0.204,0.147,0.245,0.229,0.19,0.343,253,181,434,400-500
Cloning,1,0.6785714285714286,0.17,0.135,0.34,0.154,0.154,0.231,0.324,0.252,0.649,226,201,427,400-500
Cloning,0,0.3928571428571428,0.178,0.148,0.4,0.053,0.136,0.158,0.211,0.07,0.632,183,43,226,200-250
Cloning,0,0.4107142857142857,0.182,0.152,0.284,0.286,0.253,0.429,0.273,0.232,0.424,225,98,323,300-400
Cloning,1,0.8035714285714286,0.643,0.5,1.214,0.128,0.155,0.128,0.64,0.48,1.12,29,62,91,<100
Cloning,1,0.71875,0.222,0.168,0.364,0.259,0.249,0.333,0.2,0.183,0.45,304,246,550,>500
Cloning,0,0.4629629629629629,0.166,0.15,0.306,0.0,0.015,0.0,0.175,0.189,0.368,118,254,372,300-400
Cloning,1,0.6607142857142857,0.179,0.137,0.286,0.113,0.193,0.113,0.226,0.239,0.34,289,348,637,>500
Cloning,1,0.5535714285714286,0.211,0.152,0.386,0.136,0.2,0.169,0.255,0.213,0.298,161,110,271,250-300
Cloning,1,0.9464285714285714,0.24,0.187,0.4,0.162,0.137,0.27,0.1,0.1,0.3,74,43,117,100-200
Cloning,1,0.625,0.252,0.192,0.468,0.129,0.135,0.129,0.143,0.095,0.095,212,230,442,400-500
Cloning,0,0.5,0.3,0.233,0.5,0.1,0.077,0.1,0.211,0.175,0.316,28,133,161,100-200
Cloning,1,0.5357142857142857,0.25,0.222,0.292,0.143,0.195,0.161,0.286,0.222,0.476,125,123,248,200-250
Cloning,1,0.6607142857142857,0.182,0.145,0.3,0.146,0.188,0.146,0.174,0.174,0.174,185,346,531,>500
Cloning,0,0.2678571428571428,0.0,0.0,0.0,0.296,0.284,0.407,0.0,0.0,0.0,60,16,76,<100
Cloning,0,0.4464285714285714,0.312,0.198,0.625,0.154,0.13,0.154,0.15,0.15,0.1,118,165,283,250-300
Cloning,1,0.5357142857142857,0.25,0.181,0.5,0.207,0.208,0.276,0.426,0.34,0.681,115,67,182,100-200
Cloning,0,0.3541666666666666,0.25,0.194,0.417,0.148,0.176,0.222,0.261,0.203,0.435,35,58,93,<100
Cloning,1,0.6964285714285714,0.333,0.222,0.778,0.227,0.251,0.364,0.214,0.143,0.5,137,138,275,250-300
Cloning,1,0.7321428571428572,0.211,0.164,0.351,0.067,0.093,0.067,0.158,0.158,0.053,148,133,281,250-300
Cloning,1,0.5178571428571429,0.189,0.162,0.378,0.128,0.165,0.128,0.178,0.148,0.356,109,256,365,300-400
Cloning,1,0.6964285714285714,0.18,0.107,0.38,0.24,0.236,0.2,0.162,0.126,0.297,93,199,292,250-300
Cloning,1,0.5714285714285714,0.053,0.088,0.132,0.154,0.289,0.256,0.133,0.111,0.167,231,74,305,300-400
Cloning,0,0.25,0.0,0.0,0.0,0.053,0.057,0.105,0.0,0.0,0.0,67,16,83,<100
Cloning,1,0.6964285714285714,0.414,0.276,0.828,0.111,0.143,0.111,0.242,0.202,0.303,91,188,279,250-300
Cloning,0,0.2321428571428571,0.0,0.0,0.0,0.261,0.273,0.348,0.0,0.0,0.0,58,16,74,<100
Cloning,1,0.8392857142857143,0.237,0.172,0.495,0.087,0.156,0.116,0.269,0.218,0.538,193,152,345,300-400
Cloning,1,0.5714285714285714,0.127,0.138,0.222,0.189,0.219,0.264,0.176,0.137,0.294,54,247,301,300-400
Cloning,1,0.5357142857142857,0.233,0.202,0.326,0.12,0.175,0.12,0.455,0.394,0.636,28,117,145,100-200
Cloning,1,0.6785714285714286,0.29,0.247,0.387,0.135,0.158,0.216,0.235,0.196,0.353,133,118,251,250-300
Cloning,0,0.2142857142857143,0.133,0.133,0.267,0.129,0.129,0.129,0.083,0.083,0.083,108,52,160,100-200
Cloning,1,0.5535714285714286,0.304,0.21,0.5,0.128,0.167,0.128,0.324,0.288,0.649,247,117,364,300-400
Cloning,1,0.5740740740740741,0.227,0.182,0.386,0.227,0.233,0.318,0.158,0.123,0.211,277,161,438,400-500
Cloning,1,0.7142857142857143,0.277,0.195,0.523,0.129,0.167,0.161,0.2,0.2,0.333,148,146,294,250-300
Cloning,0,0.3035714285714285,0.0,0.0,0.0,0.2,0.202,0.28,0.0,0.0,0.0,104,16,120,100-200
Cloning,1,0.8571428571428572,0.286,0.214,0.571,0.31,0.293,0.517,0.229,0.19,0.457,81,125,206,200-250
Cloning,1,0.8035714285714286,0.345,0.253,0.621,0.216,0.208,0.324,0.207,0.161,0.345,72,52,124,100-200
Cloning,0,0.1785714285714285,0.0,0.0,0.0,0.328,0.287,0.623,0.0,0.0,0.0,174,16,190,100-200
Cloning,0,0.4821428571428571,0.118,0.092,0.275,0.175,0.16,0.281,0.216,0.144,0.432,74,162,236,200-250
Cloning,0,0.2142857142857143,0.094,0.094,0.094,0.136,0.153,0.136,0.186,0.14,0.14,221,93,314,300-400
Cloning,1,0.6964285714285714,0.34,0.226,0.566,0.245,0.19,0.408,0.387,0.258,0.774,179,112,291,250-300
Cloning,0,0.2678571428571428,0.0,0.0,0.0,0.107,0.179,0.143,0.0,0.0,0.0,133,16,149,100-200
Cloning,1,0.6607142857142857,0.238,0.185,0.475,0.233,0.275,0.233,0.25,0.202,0.393,342,149,491,400-500
Cloning,0,0.1785714285714285,0.169,0.136,0.237,0.095,0.105,0.19,0.238,0.19,0.333,158,120,278,250-300
Cloning,1,0.7321428571428572,0.203,0.164,0.29,0.186,0.161,0.233,0.213,0.199,0.383,138,188,326,300-400
Cloning,1,0.7678571428571428,0.431,0.327,0.824,0.178,0.192,0.178,0.417,0.306,0.75,120,121,241,200-250
Cloning,0,0.1451612903225806,0.079,0.053,0.079,0.12,0.156,0.24,0.108,0.108,0.108,72,208,280,250-300
Cloning,1,0.6785714285714286,0.125,0.097,0.25,0.098,0.127,0.098,0.103,0.154,0.154,151,82,233,200-250
Cloning,0,0.4642857142857143,0.377,0.302,0.604,0.063,0.119,0.063,0.15,0.117,0.25,126,102,228,200-250
Cloning,1,0.546875,0.263,0.193,0.474,0.213,0.193,0.298,0.286,0.159,0.667,130,67,197,100-200
Cloning,0,0.375,0.24,0.227,0.52,0.462,0.381,0.862,0.244,0.211,0.439,117,110,227,200-250
Cloning,1,0.6428571428571428,0.227,0.172,0.377,0.146,0.146,0.146,0.176,0.137,0.412,139,161,300,250-300
Cloning,1,0.75,0.205,0.197,0.282,0.364,0.306,0.667,0.169,0.147,0.237,156,188,344,300-400
Cloning,1,0.7142857142857143,0.265,0.235,0.588,0.067,0.158,0.133,0.244,0.195,0.439,195,131,326,300-400
Cloning,0,0.375,0.167,0.069,0.292,0.121,0.147,0.121,0.2,0.111,0.467,28,162,190,100-200
Cloning,1,0.7083333333333334,0.248,0.171,0.448,0.291,0.272,0.436,0.211,0.211,0.263,256,275,531,>500
Cloning,0,0.425,0.03,0.03,0.061,0.118,0.195,0.118,0.133,0.133,0.133,289,101,390,300-400
Cloning,1,0.5178571428571429,0.099,0.066,0.247,0.163,0.19,0.286,0.0,0.0,0.053,354,45,399,300-400
Cloning,0,0.3214285714285714,0.182,0.162,0.242,0.151,0.18,0.151,0.196,0.248,0.353,69,182,251,250-300
Cloning,1,0.6071428571428571,0.146,0.13,0.195,0.133,0.192,0.1,0.194,0.151,0.323,226,179,405,400-500
Cloning,0,0.4464285714285714,0.182,0.212,0.152,0.203,0.237,0.373,0.154,0.205,0.154,163,138,301,300-400
Cloning,1,0.7857142857142857,0.148,0.148,0.333,0.136,0.135,0.102,0.279,0.217,0.465,101,132,233,200-250
Cloning,1,0.8928571428571428,0.271,0.203,0.542,0.862,0.616,1.621,0.462,0.359,0.769,202,81,283,250-300
Cloning,1,0.75,0.264,0.22,0.44,0.226,0.243,0.264,0.15,0.15,0.2,182,254,436,400-500
Cloning,0,0.4464285714285714,0.318,0.273,0.591,0.114,0.151,0.114,0.308,0.325,0.615,100,62,162,100-200
Cloning,1,0.7678571428571428,0.136,0.091,0.273,0.138,0.173,0.138,0.125,0.097,0.208,261,50,311,300-400
Cloning,1,0.6964285714285714,0.273,0.203,0.455,0.053,0.138,0.105,0.241,0.204,0.352,173,144,317,300-400
Cloning,1,0.6785714285714286,0.191,0.162,0.278,0.303,0.282,0.424,0.095,0.095,0.19,439,182,621,>500
Cloning,1,0.625,0.247,0.181,0.457,0.218,0.131,0.255,0.4,0.333,0.625,131,202,333,300-400
Cloning,1,0.8214285714285714,0.438,0.312,0.813,0.158,0.189,0.158,0.31,0.23,0.548,82,72,154,100-200
Cloning,1,0.5535714285714286,0.2,0.133,0.45,0.061,0.087,0.061,0.195,0.13,0.39,74,133,207,200-250
Cloning,0,0.2407407407407407,0.139,0.12,0.194,0.16,0.128,0.32,0.238,0.206,0.333,224,37,261,250-300
Cloning,1,0.6964285714285714,0.13,0.101,0.174,0.098,0.098,0.049,0.207,0.138,0.345,123,93,216,200-250
Cloning,1,0.6964285714285714,0.129,0.129,0.172,0.712,0.5,1.458,0.109,0.109,0.145,189,289,478,400-500
Cloning,0,0.2142857142857143,0.174,0.116,0.348,0.25,0.223,0.375,0.16,0.107,0.32,81,16,97,<100
Cloning,1,0.5892857142857143,0.19,0.159,0.317,0.143,0.175,0.143,0.298,0.213,0.553,158,117,275,250-300
Cloning,1,0.5178571428571429,0.175,0.148,0.302,0.27,0.264,0.486,0.16,0.16,0.16,224,163,387,300-400
Cloning,1,0.7678571428571428,0.237,0.151,0.452,0.245,0.232,0.327,0.316,0.281,0.421,207,163,370,300-400
Death penalty,0,0.375,0.167,0.13,0.278,0.2,0.217,0.32,0.121,0.121,0.121,110,53,163,100-200
Death penalty,0,0.4464285714285714,0.078,0.078,0.078,0.19,0.132,0.286,0.176,0.176,0.176,185,34,219,200-250
Death penalty,0,0.3392857142857143,0.067,0.067,0.067,0.259,0.333,0.407,0.067,0.067,0.067,56,53,109,100-200
Death penalty,0,0.5,0.229,0.229,0.343,0.196,0.22,0.353,0.229,0.229,0.343,55,47,102,100-200
Death penalty,0,0.3928571428571428,0.111,0.111,0.111,0.163,0.162,0.204,0.143,0.143,0.143,154,47,201,200-250
Death penalty,0,0.5,0.041,0.041,0.041,0.17,0.206,0.17,0.182,0.197,0.273,175,34,209,200-250
Death penalty,0,0.5,0.133,0.133,0.167,0.308,0.301,0.538,0.111,0.074,0.111,150,67,217,200-250
Death penalty,0,0.4464285714285714,0.054,0.054,0.054,0.195,0.213,0.195,0.053,0.105,0.105,142,34,176,100-200
Death penalty,1,0.6607142857142857,0.118,0.092,0.196,0.204,0.22,0.163,0.204,0.177,0.286,111,67,178,100-200
Death penalty,0,0.4107142857142857,0.122,0.163,0.122,0.174,0.21,0.261,0.093,0.109,0.233,111,88,199,100-200
Death penalty,1,0.5892857142857143,0.15,0.15,0.25,0.136,0.17,0.091,0.229,0.19,0.343,145,62,207,200-250
Death penalty,0,0.4464285714285714,0.15,0.167,0.25,0.093,0.171,0.14,0.222,0.185,0.333,81,62,143,100-200
Death penalty,1,0.5357142857142857,0.19,0.19,0.19,0.17,0.158,0.17,0.186,0.14,0.186,106,62,168,100-200
Death penalty,1,0.625,0.162,0.162,0.162,0.108,0.09,0.324,0.171,0.171,0.171,51,88,139,100-200
Death penalty,1,0.6071428571428571,0.14,0.152,0.281,0.122,0.121,0.204,0.122,0.095,0.286,138,88,226,200-250
Death penalty,0,0.4464285714285714,0.148,0.074,0.148,0.128,0.19,0.17,0.16,0.16,0.16,69,67,136,100-200
Death penalty,0,0.3928571428571428,0.188,0.146,0.312,0.138,0.148,0.172,0.205,0.171,0.308,119,34,153,100-200
Death penalty,0,0.4642857142857143,0.057,0.0,0.057,0.061,0.103,0.061,0.057,0.057,0.057,69,88,157,100-200
Death penalty,0,0.5,0.065,0.065,0.129,0.178,0.174,0.267,0.186,0.155,0.279,168,38,206,200-250
Death penalty,1,0.5892857142857143,0.075,0.075,0.075,0.308,0.298,0.538,0.143,0.143,0.143,223,31,254,250-300
Death penalty,0,0.3928571428571428,0.167,0.167,0.167,0.163,0.228,0.163,0.182,0.182,0.182,102,31,133,100-200
Death penalty,0,0.4107142857142857,0.146,0.073,0.268,0.32,0.277,0.48,0.387,0.301,0.71,327,67,394,300-400
Death penalty,0,0.4285714285714286,0.122,0.054,0.204,0.17,0.202,0.17,0.154,0.12,0.205,142,62,204,200-250
Death penalty,1,0.6785714285714286,0.066,0.066,0.066,0.125,0.187,0.125,0.133,0.133,0.133,226,38,264,250-300
Death penalty,0,0.3571428571428571,0.114,0.114,0.114,0.24,0.217,0.28,0.211,0.211,0.211,116,31,147,100-200
Death penalty,0,0.4107142857142857,0.15,0.15,0.15,0.13,0.101,0.087,0.15,0.15,0.15,109,54,163,100-200
Death penalty,0,0.2857142857142857,0.098,0.098,0.098,0.182,0.153,0.136,0.125,0.125,0.125,132,31,163,100-200
Death penalty,0,0.3571428571428571,0.087,0.087,0.087,0.208,0.192,0.167,0.075,0.075,0.075,206,38,244,200-250
Death penalty,0,0.4107142857142857,0.105,0.082,0.246,0.246,0.24,0.561,0.308,0.205,0.615,200,53,253,250-300
Death penalty,0,0.4821428571428571,0.061,0.121,0.121,0.222,0.241,0.296,0.121,0.121,0.121,121,38,159,100-200
Death penalty,0,0.2857142857142857,0.075,0.075,0.075,0.108,0.114,0.108,0.15,0.15,0.15,152,54,206,200-250
Death penalty,0,0.2321428571428571,0.121,0.121,0.121,0.295,0.255,0.361,0.069,0.138,0.138,77,31,108,100-200
Death penalty,0,0.4464285714285714,0.036,0.036,0.036,0.154,0.217,0.308,0.143,0.071,0.143,165,38,203,200-250
Death penalty,0,0.25,0.182,0.182,0.182,0.318,0.293,0.409,0.121,0.182,0.182,118,54,172,100-200
Death penalty,0,0.4107142857142857,0.146,0.114,0.244,0.204,0.228,0.204,0.286,0.19,0.571,113,53,166,100-200
Death penalty,0,0.4285714285714286,0.093,0.093,0.093,0.05,0.142,0.05,0.148,0.148,0.148,141,38,179,100-200
Death penalty,0,0.4821428571428571,0.147,0.108,0.324,0.103,0.181,0.138,0.133,0.104,0.311,235,31,266,250-300
Death penalty,1,0.8035714285714286,0.167,0.13,0.389,0.167,0.229,0.167,0.333,0.259,0.778,131,31,162,100-200
Death penalty,1,0.6785714285714286,0.151,0.101,0.302,0.28,0.265,0.36,0.17,0.113,0.34,160,31,191,100-200
Death penalty,1,0.5357142857142857,0.227,0.136,0.591,0.345,0.33,0.552,0.158,0.14,0.474,178,31,209,200-250
Death penalty,1,0.7678571428571428,0.2,0.156,0.467,1.0,0.714,1.857,0.214,0.167,0.5,99,31,130,100-200
Death penalty,1,0.5892857142857143,0.174,0.116,0.348,0.054,0.07,0.054,0.4,0.24,0.88,160,31,191,100-200
Death penalty,0,0.4821428571428571,0.318,0.197,0.682,0.264,0.268,0.415,0.214,0.119,0.5,143,31,174,100-200
Death penalty,0,0.4285714285714286,0.115,0.115,0.192,0.163,0.228,0.163,0.118,0.118,0.196,190,31,221,200-250
Death penalty,1,0.6964285714285714,0.293,0.179,0.683,0.204,0.228,0.204,0.2,0.133,0.4,99,31,130,100-200
Death penalty,0,0.3571428571428571,0.174,0.203,0.435,1.0,0.714,1.857,0.25,0.167,0.375,46,31,77,<100
Death penalty,0,0.4285714285714286,0.25,0.167,0.625,1.0,0.714,1.857,0.421,0.281,0.947,97,31,128,100-200
Death penalty,1,0.5535714285714286,0.125,0.097,0.292,0.776,0.531,1.51,0.1,0.1,0.1,138,31,169,100-200
Death penalty,1,0.6607142857142857,0.167,0.13,0.222,1.0,0.714,1.857,0.2,0.089,0.333,103,31,134,100-200
Death penalty,1,0.6071428571428571,0.276,0.184,0.552,0.308,0.311,0.385,0.333,0.194,0.667,78,31,109,100-200
Death penalty,0,0.4642857142857143,0.186,0.124,0.372,0.305,0.277,0.441,0.25,0.167,0.5,120,31,151,100-200
Death penalty,1,0.6607142857142857,0.16,0.107,0.32,0.417,0.351,0.875,0.174,0.116,0.348,77,31,108,100-200
Death penalty,1,0.5892857142857143,0.25,0.167,0.625,0.157,0.175,0.353,0.25,0.167,0.625,103,31,134,100-200
Death penalty,0,0.4642857142857143,0.194,0.151,0.323,0.054,0.07,0.054,0.238,0.175,0.429,114,31,145,100-200
Death penalty,1,0.5714285714285714,0.235,0.157,0.588,1.0,0.714,1.857,0.167,0.093,0.389,115,31,146,100-200
Death penalty,1,0.7142857142857143,0.167,0.13,0.333,0.208,0.228,0.208,0.214,0.167,0.429,136,31,167,100-200
Death penalty,1,0.6607142857142857,0.154,0.09,0.385,0.255,0.248,0.291,0.333,0.244,0.6,191,31,222,200-250
Death penalty,0,0.4464285714285714,0.093,0.062,0.186,0.208,0.193,0.333,0.235,0.157,0.471,134,31,165,100-200
Death penalty,1,0.5714285714285714,0.136,0.136,0.364,0.255,0.25,0.4,0.214,0.19,0.571,136,31,167,100-200
Death penalty,0,0.4285714285714286,0.095,0.095,0.222,0.226,0.256,0.302,0.188,0.188,0.312,276,31,307,300-400
Death penalty,1,0.5357142857142857,0.107,0.071,0.213,0.296,0.297,0.444,0.171,0.133,0.286,293,31,324,300-400
Death penalty,1,0.5178571428571429,0.2,0.12,0.44,0.34,0.31,0.604,0.154,0.103,0.308,181,31,212,200-250
Death penalty,1,0.5535714285714286,0.188,0.146,0.375,0.054,0.07,0.054,0.286,0.222,0.476,101,31,132,100-200
Death penalty,1,0.8035714285714286,0.294,0.176,0.647,1.0,0.714,1.857,0.4,0.267,0.8,109,31,140,100-200
Death penalty,0,0.375,0.286,0.222,0.476,0.118,0.157,0.412,0.286,0.222,0.476,56,31,87,<100
Death penalty,0,0.4821428571428571,0.176,0.137,0.412,1.0,0.714,1.857,0.182,0.212,0.545,112,31,143,100-200
Death penalty,0,0.4107142857142857,0.111,0.086,0.185,0.163,0.224,0.163,0.176,0.137,0.294,210,31,241,200-250
Death penalty,0,0.4375,0.214,0.167,0.286,1.0,0.714,1.857,0.154,0.103,0.308,64,31,95,<100
Death penalty,1,0.5178571428571429,0.081,0.036,0.108,0.054,0.07,0.054,0.133,0.104,0.222,244,31,275,250-300
Death penalty,0,0.4285714285714286,0.136,0.106,0.227,0.31,0.33,0.586,0.108,0.108,0.216,162,31,193,100-200
