topic,sentence_1,sentence_2,regression_label_binary,regression_label
Death penalty,"And "" most deterrence research has found that the death penalty has virtually the same effect as long imprisonment on homicide rates . """,The death penalty deters crime.,1,0.7142857142857143
Death penalty,"Yes , we want to make sure there is accountability for crime and an effective deterrent in place ; however , the death penalty has a message of "" You killed one of us , so we 'll kill you "" .",The death penalty deters crime.,1,0.6607142857142857
Death penalty,"Or to put it differently , the death penalty is clearly more expensive than a system handling similar cases with a lesser punishment .",The death penalty deters crime.,0,0.4464285714285714
Death penalty,Even most supporters of the death penalty now place little or no weight on deterrence as a serious justification for its continued use .,The death penalty deters crime.,1,0.5714285714285714
Death penalty,"’” . . . ” Our present system of capital punishment limits the ultimate penalty to certain specifically - defined crimes and even then , permit the penalty of death only when the jury finds that the aggravating circumstances in the case outweigh all mitigating circumstances .",The death penalty deters crime.,0,0.4285714285714286
Death penalty,"Many criminals do n’t get caught , most criminals do n’t receive the death penalty , and those who do are typically on death row for a long time , often at least a decade and sometimes more , so would-be criminals do n’t typically make a connection between their crime and capital punishment .",The death penalty deters crime.,1,0.5357142857142857
Death penalty,"To retribution theorists , the death penalty makes a moral point : it holds up as an example worthy of the most sever condemnation one who has committed the most opprobrious crime .",The death penalty deters crime.,1,0.5178571428571429
Death penalty,ï ¿ ½ I favor the death penalty as a matter of justice and human dignity even apart from deterrence .,The death penalty deters crime.,1,0.5535714285714286
Death penalty,"Hence , the threat of the death penalty may deter some murderers who otherwise might not have been deterred .",The death penalty deters crime.,1,0.8035714285714286
Death penalty,"The New Testament does n't support the death penalty . """,The death penalty deters crime.,0,0.375
Death penalty,"As plausible as this claim may sound , in actuality the death penalty fails as a deterrent for several reasons .",The death penalty deters crime.,0,0.4821428571428571
Death penalty,"But many liberals in our country , by their naive ideas about quick rehabilitation and by their support for judicial discretion in sentencing , have done much to create demand for the death penalty they abhor .",The death penalty deters crime.,0,0.4107142857142857
Death penalty,States with the death penalty do not have lower homicide rates .,The death penalty deters crime.,0,0.4375
Death penalty,"The justice and legal experts argue that Hurst "" held Florida 's death penalty statute unconstitutional , "" and that in such circumstances Florida law requires all death sentences imposed under the statute to be reduced to life without parole .",The death penalty deters crime.,1,0.5178571428571429
Death penalty,There is no proof that any innocent person has actually been executed since increased safeguards and appeals were added to our death penalty system in the 1970s .,The death penalty deters crime.,0,0.4285714285714286
Death penalty,"Well , ancient rabbinic courts almost never enforced the death penalty due to the high standard of evidence required .",The death penalty deters crime.,0,0.375
Death penalty,Many victims ' families denounce the use of the death penalty .,The death penalty deters crime.,0,0.4285714285714286
Death penalty,"As far as the state goes , yes capital punishment is a deserving penalty for those who commit crime .",The death penalty deters crime.,1,0.6428571428571428
Death penalty,"Proponents of the death penalty say it is an important tool for preserving law and order , deters crime , and costs less than life imprisonment .",The death penalty deters crime.,1,0.6964285714285714
Death penalty,States with high murder rates would have even higher rates if they did not use the death penalty .,The death penalty deters crime.,1,0.625
Gun control,"Of the 29,618,300 violent crimes committed between 2007 and 2011 , 0.79 % of victims ( 235,700 ) protected themselves with a threat of use or use of a firearm , the least-employed protective behavior .",The Second Amendment is not an unlimited right to own guns.,0,0.4107142857142857
Gun control,"57 % of people surveyed by Pew Research in Feb. 2013 said that gun control laws would "" give too much power to the government over the people . """,More gun control is not needed; education about guns and gun safety is needed to prevent accidental gun deaths.,0,0.4821428571428571
Gun control,"Increased funding for mental health ( 2/3 of gun deaths are suicides ) , law enforcement , and background screening are hard to argue against .","Strict gun control laws do not work in Mexico, and will not work in the United States.",1,0.5535714285714286
Gun control,Criminals are often able to buy guns even when the law says they should be prohibited .,"Civilians, including hunters, should not own military-grade firearms or firearm accessories. ",0,0.3928571428571428
Gun control,"According to the Law Center to Prevent Gun Violence and the National Physicians Alliance , states with the highest concentration of guns have nine times the amount of accidental gun deaths and "" 89 % of unintentional shooting deaths of children occur in the home — and most of these deaths occur when children are playing with a loaded gun in their parents ’ absence . """,The presence of a gun makes a conflict more likely to become violent.,0,0.4821428571428571
Gun control,"If we have to be trained , it would only make sense that a person in public would want to be trained , as well . """,Gun control laws would prevent citizens from protecting themselves from foreign invaders.,1,0.5178571428571429
Gun control,People who seek to obtain permits are likely to be people who respect the law . ”,Countries with restrictive gun control laws have lower gun homicide and suicide rates than the United States.,0,0.4285714285714286
Gun control,"The Major Cities Chiefs Association endorses closing the gun show loophole , strengthening the background check system , reinstating the assault weapons ban and other measures .",Enacting gun control laws such as mandatory safety features would reduce the number of accidental gun deaths. ,0,0.4642857142857143
Gun control,"Rather than being victims , concealed handgun carriers have a sense of safety and security , especially when going outside at night or in dangerous areas .",More gun control laws are needed to protect women from domestic abusers and stalkers.,1,0.5535714285714286
Gun control,"Some of you may recall , at the same time that Sandy Hook happened , a disturbed person in China took a knife and tried to kill — with a knife — a bunch of children in China .",More gun control is not needed; education about guns and gun safety is needed to prevent accidental gun deaths.,0,0.4821428571428571
Gun control,"Handguns , VPC explained , had become a media and political nonissue , while calls to outlaw “ assault rifles ” would benefit from mistaken impressions , i.e. , “ the public 's confusion over fully automatic machine guns versus semi-automatic assault weapons — anything that looks like a machine gun is assumed to be a machine gun . ”",Enacting gun control laws such as mandatory safety features would reduce the number of accidental gun deaths. ,0,0.3214285714285714
Gun control,If the ' reasonable ' restrictions we have allowed so far are not enough for the gun-grabbers then obviously they do n't consider the restrictions reasonable .,More gun control laws are needed to protect women from domestic abusers and stalkers.,0,0.375
Gun control,"Even if gun control laws where made much more strict , these criminals would still be able to obtain illegal weapons and use them to inflict harm and commit violent crimes .","Civilians, including hunters, should not own military-grade firearms or firearm accessories. ",1,0.5357142857142857
Gun control,"There are also many common-sense measures that have wide support such as universal instant background checks – made affordable for private sales , or smart-guns that can only be fired by authorized users , or improved access to non-lethal weapons such as Tasers .",More gun control laws are needed to protect women from domestic abusers and stalkers.,0,0.5
Gun control,"Law-enforcement organizations , among others , argued that an armed population would create chaos in the streets .",Legally owned guns are frequently stolen and used by criminals.,1,0.5178571428571429
Gun control,"Gun control laws protect children and families : Moms Demand Action , a grassroots group founded in response to the tragedy at Sandy Hook Elementary School , believes guns in America are creating a public health crisis that is attacking children , citing statistics that show nearly eight American children are shot and killed every day .",Gun control laws give too much power to the government and may result in government tyranny and the government taking away all guns from citizens.,1,0.5535714285714286
Gun control,The 2nd amendment is part of that Constitution .,Legally owned guns are frequently stolen and used by criminals.,0,0.2142857142857143
Gun control,I just think the opportunity is there to create more violence . ”,Gun control laws give too much power to the government and may result in government tyranny and the government taking away all guns from citizens.,0,0.4464285714285714
Gun control,The only area not covered by background checks is face-to-face sales between private individuals that also do n't require transfers through Federal Firearms Licensed ( FFL ) dealers ( which is required for all interstate shipments of firearms ) .,The Second Amendment of the US Constitution protects individual gun ownership.,0,0.3928571428571428
Gun control,"The bottom line is that while it may be desirable to make changes now , the notion that the Constitution does not provide for firearm ownership as an individual right is a losing argument unless preaching to the choir .",Gun control laws are racist.,0,0.2857142857142857
Gun control,"In 1993 the Centers for Disease Control ( CDC ) funded a study completed by Arthur Kellerman and colleagues , published in the New England Journal of Medicine , titled "" Gun Ownership as a Risk Factor in the Home , "" which found that keeping a gun at home increased the risk of homicide .",More gun control is not needed; education about guns and gun safety is needed to prevent accidental gun deaths.,1,0.5535714285714286
Gun control,"New York , Chicago , Baltimore , LA , and Paris all have rigid gun control laws All of those cities have high murder rates and are an open highway for violence against innocent individuals .",Gun control laws would reduce the societal costs associated with gun violence.,0,0.5
Gun control,The problem is to slow down the increasing number of handguns sold in this country .,More gun control leads to fewer suicides.,0,0.4642857142857143
Gun control,"According to Kyle Wintersteen , Managing Editor of Guns and Ammo , studies show that "" children taught about firearms and their legitimate uses by family members have much lower rates of delinquency than children in households without guns "" and "" children introduced to guns associate them with freedom , security , and recreation — not violence . """,More gun control leads to fewer suicides.,0,0.3571428571428571
Gun control,"Unlike random people with guns , police officers have received training and institutional support that allows them to be more efficient and safe in their handling of dangerous situations .",Gun control laws will not prevent criminals from obtaining guns or breaking laws.,0,0.2857142857142857
Gun control,"For example , an individual debating that gun control is needed could use a statistic that states over 80 percent of people in the state of Ohio feel gun control laws need to be tightened .",More gun control laws would reduce gun deaths.,1,0.75
Gun control,"That makes Americans more heavily armed than Russians , Pakistanis and people from Afghanistan .",Gun control efforts have proved ineffective. ,0,0.4821428571428571
Gun control,"Ultimately , this solution is the most efficient and reliable method of stopping gun violence .",Gun control laws infringe upon the right to self-defense and deny people a sense of safety.,0,0.5
Gun control,GOP candidates criticize the president ’s executive orders as doing too much to restrict the rights of law-abiding citizens .,"Strict gun control laws do not work in Mexico, and will not work in the United States.",1,0.5714285714285714
Gun control,"( A survey of almost 2,000 convicted U.S. felons , conducted by the criminologists Peter Rossi and James D. Wright in the late ’80s , concluded that burglars are more afraid of armed homeowners than they are of arrest by the police . )",The presence of a gun makes a conflict more likely to become violent.,1,0.5714285714285714
Gun control,"While this is true across the world , and is likely to remain so , open access to firearms in the United States makes these crimes easier to commit , more lethal , and more destructive of community life .",Legally owned guns are frequently stolen and used by criminals.,1,0.5357142857142857
Gun control,"I called Gray to ask him about his assertion that more guns mean more violence , noting that he himself travels the city with armed police bodyguards , a service not afforded the typical Washington resident .",Gun control laws and lower gun ownership rates do not prevent suicides.,0,0.4285714285714286
Gun control,Armed civilians help take out the bad guys .,Countries with restrictive gun control laws have lower gun homicide and suicide rates than the United States.,0,0.4464285714285714
Gun control,"I can do a lot of damage to someone , and quite easily kill them , with my car .",The presence of a gun makes a conflict more likely to become violent.,0,0.375
Gun control,"Concealed carry has been allowed at CSU since 2003 , and according to James Alderden , the former sheriff of Larimer County , which encompasses Fort Collins , violent crime at Colorado State has dropped since then .",Gun control laws are racist.,0,0.3214285714285714
Gun control,"But my instinct was that if someone is shooting at you , it is generally better to shoot back than to cower and pray .","Armed civilians are unlikely to stop crimes and are more likely to make dangerous situations, including mass shootings, more deadly. ",0,0.375
Gun control,The group points out that the right to bear arms for self-defense is protected in all states as well as the U.S. Constitution .,Gun control laws infringe upon the right to self-defense and deny people a sense of safety.,1,0.5535714285714286
Gun control,"The second side would counter with gun control statistics , potentially pointing to the rise in gun deaths from violence and accidents when gun control laws are lax .",Gun control laws would reduce the societal costs associated with gun violence.,1,0.6607142857142857
Gun control,"Opponents argue that the Second Amendment protects an individual 's right to own guns ; that guns are needed for hunting , sport , and especially self-defense ; and that gun ownership deters crime rather than causes more crime .","The Second Amendment was intended to protect the right of militias to own guns, not the right of individuals.",1,0.5892857142857143
Gun control,"Or , are the person ’s actions what justifies self-defense , not the object used ?",Guns are rarely used in self-defense.,1,0.5178571428571429
Gun control,"Perhaps the biggest hole is that small-scale sellers , including many who do business at gun shows , are not required to do background checks – the so-called gun show loophole .","A majority of adults, including gun owners, support common sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines.",1,0.6964285714285714
Gun control,Results following England ’s self-proclaimed “ toughest gun control laws in the world ” are known and are not good ; crimes using banned weapons have risen .,Gun control laws infringe upon the right to self-defense and deny people a sense of safety.,1,0.5178571428571429
Gun control,"The US Constitution ’s Second Amendment reads : “ A well regulated Militia , being necessary to the security of a free State , the right of the people to keep and bear Arms , shall not be infringed . ”","The Second Amendment was intended to protect the right of militias to own guns, not the right of individuals.",1,0.6607142857142857
Gun control,"According to John Lott , an economist and a gun-rights advocate who maintains that gun ownership by law-abiding citizens helps curtail crime , the crime rate among concealed-carry permit holders is lower than the crime rate among police officers .",Gun control laws and lower gun ownership rates do not prevent suicides.,0,0.3571428571428571
Gun control,Results following England ’s self-proclaimed “ toughest gun control laws in the world ” are known and are not good ; crimes using banned weapons have risen .,"Gun control laws, especially those that try to ban ""assault weapons,"" infringe upon the right to own guns for hunting and sport.",0,0.5
Gun control,Education Is The Answer More harsh gun control laws are not needed .,Gun control laws do not deter crime; gun ownership deters crime.,1,0.6071428571428571
Gun control,"Gun control laws , especially those that try to ban "" assault weapons , "" infringe upon the right to own guns for hunting and sport .",Gun control laws infringe upon the right to self-defense and deny people a sense of safety.,1,0.6785714285714286
Gun control,Gun control laws would reduce the societal costs associated with gun violence .,More gun control laws would reduce gun deaths.,1,0.6071428571428571
Gun control,"Mexico has some of the strictest gun control laws in the world and yet , in 2012 , Mexico had 11,309 gun murders ( 9.97 gun homicides per 100,000 people ) compared to the United States that had 9,146 gun homicides ( 2.97 per 100,000 people ) .",Countries with restrictive gun control laws have lower gun homicide and suicide rates than the United States.,1,0.5714285714285714
Gun control,Gun laws punish honest citizens .,Gun control laws are racist.,0,0.4821428571428571
Gun control,The point is that gun control laws can reduce access to guns by criminals and terrorists without compliance with those laws by criminals and terrorists .,Gun control laws would reduce the societal costs associated with gun violence.,1,0.625
Gun control,"Some gang members use high-capacity magazines , such as 30-round clips or even 90-round clips , to compensate for lack of accuracy and maximize the chance to harm .","A majority of adults, including gun owners, support common sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines.",0,0.4464285714285714
Gun control,"The Second Amendment of the US Constitution reads , "" A well regulated militia being necessary to the security of a free state , the right of the people to keep and bear arms shall not be infringed . """,The Second Amendment of the US Constitution protects individual gun ownership.,1,0.8392857142857143
Gun control,"Proponents of more gun control laws state that the Second Amendment was intended for militias ; that gun violence would be reduced ; that gun restrictions have always existed ; and that a majority of Americans , including gun owners , support new gun restrictions .",Gun control laws would reduce the societal costs associated with gun violence.,0,0.4464285714285714
Gun control,No other developed country on earth has as lax gun laws or more weapons than the United States .,"Strict gun control laws do not work in Mexico, and will not work in the United States.",1,0.625
Gun control,"No , criminals will get guns regardless of strict gun laws .",Gun control laws and lower gun ownership rates do not prevent suicides.,0,0.4821428571428571
Gun control,Gun control laws would prevent citizens from protecting themselves from foreign invaders .,More gun control laws would reduce gun deaths.,0,0.5
Gun control,It turns out that there is substantial evidence that many criminals may refrain from gun carrying because of gun control laws .,Gun control laws do not deter crime; gun ownership deters crime.,1,0.5535714285714286
Gun control,Gun control laws such as background checks and micro-stamping are an invasion of privacy .,Gun control laws are racist.,0,0.4107142857142857
Gun control,More gun control laws would reduce gun deaths .,Gun control laws would prevent citizens from protecting themselves from foreign invaders.,0,0.4285714285714286
Gun control,"Opponents argue that the Second Amendment protects an individual 's right to own guns ; that guns are needed for hunting , sport , and especially self-defense ; and that gun ownership deters crime rather than causes more crime .",The Second Amendment of the US Constitution protects individual gun ownership.,1,0.7678571428571428
Gun control,"By arguing that violence in cities with strong gun control laws illustrates the ineffectiveness of gun control , gun enthusiasts are simply proving that strong gun control laws are necessary on a federal level .",Gun control laws and lower gun ownership rates do not prevent suicides.,0,0.4464285714285714
Gun control,"We find that the history of the Second Amendment reinforces the plain meaning of its text , namely that it protects individual Americans in their right to keep and bear arms whether or not they are a member of a select militia or performing active military service or training . ""","The Second Amendment was intended to protect the right of militias to own guns, not the right of individuals.",1,0.75
Gun control,No other developed country on earth has as lax gun laws or more weapons than the United States .,Countries with restrictive gun control laws have lower gun homicide and suicide rates than the United States.,1,0.6607142857142857
Gun control,"Helps Deter Crime The biggest goal is to help lower the rate of crimes that take place , which gun control laws will not do at all .",Countries with restrictive gun control laws have lower gun homicide and suicide rates than the United States.,0,0.4464285714285714
Gun control,"The entire Second Amendment states : "" a well regulated Militia being necessary to the security of a free State , the right of the people to keep and bear Arms shall not be infringed . """,Gun control laws infringe upon the right to self-defense and deny people a sense of safety.,1,0.6607142857142857
Gun control,"If you actually look at the statistics , a gun in the home is much more dangerous to the owner than likely to be used in self-defense .",Guns are rarely used in self-defense.,1,0.7321428571428572
Gun control,But this fact as well corroborates that any imposition of gun control does not address the issue of gun-related crime .,Gun control laws do not deter crime; gun ownership deters crime.,1,0.7321428571428572
Gun control,It turns out that there is substantial evidence that many criminals may refrain from gun carrying because of gun control laws .,Gun control laws will not prevent criminals from obtaining guns or breaking laws.,1,0.5892857142857143
Gun control,Gun control laws do not deter crime ; gun ownership deters crime .,Gun control laws would prevent citizens from protecting themselves from foreign invaders.,1,0.5892857142857143
Gun control,"I 'm pissed that after working hard in the state of Maryland to pass real gun control -- laws that banned high-magazine weapons , increased licensing standards , and required fingerprinting for handgun purchasers -- Congress continues to drop the ball ... I proudly hold an F rating from the NRA , and when I worked to pass gun control in Maryland , the NRA threatened me with legal action , but I never backed down .","A majority of adults, including gun owners, support common sense gun control such as background checks, bans on assault weapons, and bans on high-capacity magazines.",1,0.5178571428571429
Gun control,Gun control laws only restrict access to responsible gun ownership .,More gun control laws would reduce gun deaths.,0,0.5
Gun control,Banning guns to reduce crime makes as much sense as banning alcohol to reduce drunk driving .,Gun control laws do not deter crime; gun ownership deters crime.,1,0.5714285714285714
Gun control,The Supreme Court has held that the 2nd Amendment protects an individual right to possess firearms for the protection of self and others .,The Second Amendment is not an unlimited right to own guns.,1,0.6607142857142857
Gun control,"The Second Amendment was intended to protect the right of militias to own guns , not the right of individuals .",The Second Amendment is not an unlimited right to own guns.,1,0.7678571428571428
Death penalty,"Remember , a person who 's on death row has almost always committed crimes before this .","The work was done as a work of my apostolate , the Lampstand Foundation and a book resulted , “ Capital Punishment & Catholic Social Teaching : A Tradition of Support ” which revealed to me , beyond any doubt , that the current support of capital punishment as expressed in the Catechism of the Catholic Church , with the appropriate reservations , continues the ancient traditional support .",0,0.2857142857142857
Death penalty,In 1992 the assistant attorney general assigned to prosecute the case on appeal resigned after becoming convinced of the defendants ' innocence .,"During his 2006 execution Joseph Clark screamed , “ it do n’t work ” and requested to take something by mouth so the torture would end when his executioners took thirty minutes to find a vein .",1,0.5357142857142857
Death penalty,"The CAT also forbids the infliction of pain and suffering “ based on discrimination of any kind , ” yet racial inequality is endemic to our death rows .","When you eliminate the death penalty as an option , it means that prisoner must be housed for life .",0,0.4285714285714286
Death penalty,"In addition , the poll found that less than half of those surveyed believe that current procedures for reviewing death sentences are adequate .",To execute an innocent person is morally reprehensible ; this is a risk we can not take .,0,0.4642857142857143
Death penalty,"A number of states adopted the death penalty for crime like this , but figures showed kidnapping increased .","Meanwhile , a study last year found that , at a conservative estimate , "" more than 4 percent of inmates sentenced to death in the United States are probably innocent . """,0,0.3392857142857143
Death penalty,Society has always used punishment to discourage would-be criminals from unlawful action .,"Although there is no contention that the cost of the former is high , life imprisonment is accumulatively higher given the expenses for food , health care and other costs of sustaining the lives of incarcerated individuals serving life .",0,0.4107142857142857
Death penalty,"“ We do n’t trust the government to deliver mail or launch a healthcare website , so why would we trust them with life and death decisions ? ”",Ninety-nine percent of criminal defendants end up penniless by the time their case is up for appeal .,0,0.3214285714285714
Death penalty,"As with the reasons for favoring the death penalty , subjective attitudes often outrank practical concerns in terms of why people oppose the death penalty .","DeLuna ’s story demonstrates so many of the factors that can go wrong in a capital case : faulty eyewitness identification , prosecutorial misconduct , police misconduct , a botched crime scene , destroyed DNA evidence , a poor person represented by ineffective by an ineffective inexperienced defense attorney overmatched by a professional prosecutor , and insufficient oversight from the bench .",0,0.4642857142857143
Death penalty,We see the death penalty as perpetuating a cycle of violence and promoting a sense of vengeance in our culture .,"The results are consistent with other polls that do not give a choice of sentences such as life without parole , which lowers the support rate for death sentences dramatically .",0,0.4464285714285714
Death penalty,Retribution is seen by many as an acceptable reason for the death penalty according to my survey results .,"Poll Finds Wrongful Convictions Leave Jurors Less Inclined to Impose Death Sentences A recent poll of potential jurors by The National Law Journal and DecisionQuest found that recent exonerations of death row inmates , both by DNA and outside investigations , have made 31 % of potential voters more inclined to vote for life imprisonment instead of the death penalty .",0,0.4285714285714286
Death penalty,"Man did n't invent the death penalty , so man has no right to abandon it .","Execution is a very real punishment rather than some form of "" rehabilitative "" treatment , the criminal is made to suffer in proportion to the offence .",1,0.5535714285714286
Death penalty,"Are there any other real , socially acceptable , options for dealing with murderers ?","But as I stood and watched a grieving mother leave her son for the last time , I questioned how the sordid business of executions was supposed to be the great equalizer … .",1,0.5714285714285714
Death penalty,Those of us who have participated in executions often suffer something very much like posttraumatic stress .,"Whereas the life of the victims who might be saved are valuable , that of the murderer has only negative value , because of his crime .",0,0.3928571428571428
Death penalty,"In light of the serious economic challenges that our country faces today , the valuable resources that are expended to carry out death sentences would be better spent investing in programs that work to prevent crime , such as improving education , providing services to those with mental illness , and putting more law enforcement officers on our streets .","On the other hand , fewer crimes were committed with the increase in number of inmates in the death row who were executed each year .",0,0.4464285714285714
Death penalty,"Does it make any sense to imprison someone for the rest of their life or is it really more cruel than executing them , particularly if they are young ?",Prosecutors should have the option of using a variety of punishments in order to minimize crime .,1,0.5535714285714286
Death penalty,Venezuela ( 1853 ) and Portugal ( 1867 ) were the first nations to abolish the death penalty altogether .,"One issue rarely addressed is the length of time prisoners spend in the condemned cell or on death row in tiny cells in virtual solitary confinement prior to execution and the uncertainty of eventual execution as various stays are granted and then overturned ( particularly in America , where it is an average of over 12 years in 2006 , the last year for which statistics are available but can sometimes be over twenty years , as is the case in California ) .",0,0.375
Death penalty,"However , the need for reform is not a reason to abolish the death penalty .","People are judged by their actions , and killing another human being is about as profound as actions come .",1,0.6071428571428571
Death penalty,"This conception of general deterrence seems deeply flawed because it rests upon a quite implausible conception of how this killer population internalizes social norms Although no mentally disturbed enough to sustain insanity as a defense , they are often highly disturbed , of low intelligence , and addicted to drugs or alcohol .","Although the victim and the victim 's family can not be restored to the status which preceded the murder , at least an execution brings closure to the murderer 's crime ( and closure to the ordeal for the victim 's family ) and ensures that the murderer will create no more victims .",1,0.5178571428571429
Death penalty,"Even life imprisonment is less feared because in that case , at least the life is saved .","To meet its obligations as a party to ICERD , the United States must take steps to review and amend policies and procedures that create or perpetuate racial discrimination , including capital punishment .",0,0.3035714285714285
Death penalty,"He may have no intention of killing anyone in the process of robbing them , but is much more apprehensive about the possibility if he knows he will be executed .","I agree that there is less racial discrimination in application of the death penalty than there used to be , but I do n't believe that it and class discrimination have disappeared .",0,0.4107142857142857
Death penalty,"Rather than subject witnesses to unnerving post-mortem twitching by prisoners who are experiencing no pain , prison officials instead use a procedure that leaves open the possibility of immense , unimaginable pain , but also ensures that witnesses will see no signs of it .","In 1995 , however , Justices Stevens and Breyer , in a memorandum regarding the Supreme Court ’s denial of certiorari to death row inmate Clarence Lackey , highlighted the “ importance and novelty ” of the question “ whether executing a prisoner who has already spent some 17 years on death row violates the Eighth Amendment ’s prohibition against cruel and unusual punishment . ”",1,0.6428571428571428
Death penalty,"The United States is the only westernized democracy , and one of the few democracies worldwide , to not have abolished the death penalty .","Several factors seen in the above sample of cases help explain why the judicial system can not guarantee that justice will never miscarry : overzealous prosecution , mistaken or perjured testimony , race , faulty police work , coerced confessions , the defendant 's previous criminal record , inept and under-resourced defense counsel , seemingly conclusive circumstantial evidence , and community pressure for a conviction , among others .",1,0.5357142857142857
Death penalty,The convictions were again overturned on appeal after DNA tests exonerated Cruz and implicated the prisoner who had earlier confessed .,The people on death row can watch T.V. and enjoy their lives for another 20 years before they are executed .,0,0.375
Death penalty,"The United Nations ’ Universal Declaration of Human Rights , for one , dictates that “ no one shall be subjected to torture or to cruel , inhuman or degrading treatment or punishment . ”",""" Save taxpayers money "" and "" they deserve it "" tie as the second-most-popular reasons Americans volunteer in this open-ended measure , at 14 % each .",0,0.4285714285714286
Death penalty,"Ernest van den Haag , a Professor of Jurisprudence at Fordham University who has studied the question of deterrence closely , wrote : "" Even though statistical demonstrations are not conclusive , and perhaps can not be , capital punishment is likely to deter more than other punishments because people fear death more than anything else .","Killers are to be killed , and God 's will has not been fulfilled until our governing bodies have executed wrath upon those who have killed others .",0,0.4642857142857143
Death penalty,"Like those barbaric practices , executions have no place in a civilized society .",The death penalty should apply to killers of black people as well as to killers of whites .,0,0.375
Death penalty,"He is able to punish , to dole out what is deserved , far better and far more exactingly than anything we can do here on earth .","Davis was convicted based on eyewitness testimony , since there was no murder weapon or physical evidence presented by the prosecution .",0,0.3214285714285714
Death penalty,"( Carol Castenada , "" Death Penalty Centers Losing Support Funds , "" USA Today , Oct. 24 , 1995 ) These restrictions virtually guarantee that the number and variety of wrongful murder convictions and death sentences will increase .",Tennessee executed Maurice F. Mays in 1922 for murdering a woman ; but another woman confessed to the murder four years later .,1,0.5714285714285714
Death penalty,"We could triple the number of murderers sentenced to death without ever executing an innocent man . ""","He is able to punish , to dole out what is deserved , far better and far more exactingly than anything we can do here on earth .",0,0.4642857142857143
Death penalty,"Even if a criminal is sentenced to life without possibility of parole , he still has a chance to kill while in prison , or even worse , escape and go on a crime/murder spree .",The fact is that innocent people are convicted and sometimes end up on death row .,0,0.4107142857142857
Death penalty,"Are there any other real , socially acceptable , options for dealing with murderers ?","Those cases are probably not even murder first degree , and certainly not death penalty cases . ”",0,0.5
Death penalty,"However , John Whitehead , president of the conservative Rutherford Institute , remarked , “ It 's anti-evangelical to kill people .","Just as the state has the authority ( and duty ) to act justly in allocating scarce resources , in meeting minimal needs of its ( deserving ) citizens , in defending its citizens from violence and crime , and in not waging unjust wars ; so too does it have the authority , flowing from its mission to promote justice and the good of its people , to punish the criminal .",1,0.5178571428571429
Death penalty,"The state had amended its injection protocol to use a single drug , propofol , which advocates say causes severe pain upon injection .","As you know , it is a work I spent over a year working on , as a convert and a former criminal who spent 12 years in maximum security prisons , knew many murderers and well-understand the nature of evil men can do , requiring the final sanction .",0,0.4285714285714286
Death penalty,"Troy Davis was executed in Georgia , USA after seven of nine key witnesses changed their testimony , some going so far as to argue for Troy ’s innocence .","The problem , Etheredge said , is that Gray feared "" people would think we are treating people the same way that we 're treating animals .",0,0.4107142857142857
Death penalty,"Once again , I ask you to dare to get to know , personally , some of these cases and people .",Others have been executed despite serious doubts about their guilt .,1,0.5892857142857143
Death penalty,""" Additionally , he said the money spent on the death penalty could be better used elsewhere , as California cuts funding for police officers and prosecutors . ""","This is the one place , the one remnant of racism in our country is in the court system , enforcing the drug laws and enforcing the death penalty ... If you 're rich , you usually do n't meet the death penalty ... I do n't think it 's very good sign for civilization to still be invoking the death penalty .",0,0.3035714285714285
Death penalty,I emphasized Albert Camus because he was a great writer who was eloquent and consistent in his opposition to the death penalty .,"Like those barbaric practices , executions have no place in a civilized society .",1,0.5892857142857143
Death penalty,One of the biggest arguments against the death penalty is the possibility of error .,Prison work is hard enough for staff without the death penalty .,0,0.4107142857142857
Death penalty,"Poll Finds Wrongful Convictions Leave Jurors Less Inclined to Impose Death Sentences A recent poll of potential jurors by The National Law Journal and DecisionQuest found that recent exonerations of death row inmates , both by DNA and outside investigations , have made 31 % of potential voters more inclined to vote for life imprisonment instead of the death penalty .","Of all sanctions , the death penalty has greater due process , pre trial , trial , appeals and in commutation/clemency considerations .",1,0.5714285714285714
Death penalty,Those of us who have participated in executions often suffer something very much like posttraumatic stress .,"We have no guarantee that future governments will not release offenders , who were imprisoned years previously , on the recommendations of various professional "" do-gooders "" who are against any punishment in the first place .",0,0.4642857142857143
Death penalty,"“ I think it ’s an appropriate punishment , and that ’s what we ’re talking about here , punishment .... You have to keep in mind that these cases are not the standard murder case that you come across .","Corrections personnel involved in executions , like our military , frequently suffer PTSD from having to kill .",0,0.3214285714285714
Death penalty,And why do poor people get the death penalty ?,That is a demonstrated error rate of 1 innocent person for every 7 persons executed .,0,0.3035714285714285
Death penalty,"Even if you believe a defendant only deserves life in prison , without the threat of a death sentence , there may be no way to get him to plead guilty and accept the sentence .",To kill the person who has killed someone close to you is simply to continue the cycle of violence which ultimately destroys the avenger as well as the offender .,1,0.5357142857142857
Death penalty,"Some people contend that life in prison without parole is a better option than the death penalty because a life sentence costs less than the death penalty or because the death penalty is immoral , among other reasons .","Furthermore , we believe that the state should not give itself the right to kill human beings – especially when it kills with premeditation and ceremony , in the name of the law or in the name of its people , and when it does so in an arbitrary and discriminatory fashion .",1,0.5535714285714286
