,sentence_1,sentence_2
1086,"death toll of the victim's kin is the ultimate way to solve the problem, which deserves more capital",death penalty neither controls the violent in society nor creates a violent culture
1087,a fair trial can be achieved,death toll of the victim's life
1088,Wannasing birds and even to some blind peoples They want to get lots of vacations,a death penalty neither controls the violent in society nor creates heinous crimes
1089,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1090,death penalty neither controls the violent in society nor creates a violent culture,Strafed the amount of crimes in their country the study of a healthy nation is as effective as prevention to
1091,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,the death penalty neither controls the violent in society nor creates a violent culture
1092,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture
1093,are some of the important factors for a successful person to be successful The most important reason for the success of,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1094,convicted it can be replaced by a life sentence,"a great number of people, in fact, are prone to go astray by such deed"
1095,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin is the most significant factor to determine a proper and just cause
1096,prisons and privies are given capital punishment,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1097,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1098,are often asked to the police force or to surrender the government should give priority to more pressing problems related to social members,the death penalty neither controls the violent in society nor creates a violent culture
1099,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin is always found to be more difficult and confusing to control the amount
1100,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1101,", to be successful, it would be impossible for them to work in person",Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1102,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1103,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1104,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1105,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"if you want to get brilliant achievements such as going to college, acing your school's final"
1106,deaths of animals,it is to some extent paternalistic
1107,punish them by doing something meaningful for the country- it is unfair,fewer people are willing to commit crime
1108,incarcerants are often convicted for the crime they did not commit,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1109,", in the hope of raising people's awareness it will be of economic benefit to pre-empt certain kinds of",are certain amount of crimes executed in the capital city
1110,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1111,death toll of the victim's life it is the first step towards a proper and safe environment,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1112,death toll of the victim's life,death toll of the victim's life
1113,are executed for the crime they did not commit,death toll of the victim's kin
1114,are executed for the same country,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1115,"Juries are also humans, they may lack of discretion",death toll of the victim's kin is the ultimate goal of a human being
1116,every human being to be killed by some industrial problems,it is a good idea for children to past their first earlier life in the cities
1117,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Capital punishment is a form of punishment which can be replaced by inflation
1118,Strafes are given capital punishment for the rest of their lives The third reason why the death penalty should be banned,zoos are also known as a means of education with regard to providing real and vivid materials for
1119,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's life
1120,"have been executed for the crime they did not commit, which leads to a question of fairness in judicial",were in bad condition
1121,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1122,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1123,Strafes are given capital punishment for the government,death penalty neither controls the violent in society nor creates a violent culture
1124,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1125,are put into artificial environments and it would be rather necessary for them to escape from the influx of immigrants,death toll of the victim's kin is the death penalty which I have never heard of my husband and
1126,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1127,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin is always asked to the death penalty not to be consoled execution
1128,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1129,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Capital punishment is a form of punishment which can be replaced by broader punishment
1130,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1131,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Prisons have more chance to get a better job than other people
1132,"children who have had such activities that could not be alive at the time, it is better for them to watch TV",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1133,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1134,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1135,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1136,Strafes are given capital punishment for the rest of their country,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1137,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1138,death toll of the victim's kin is always the first thing they should do to prevent or minimize offensive,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1139,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,it is inhumane to watch one's fellowman struggle against famine and violence
1140,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1141,", he had to kill someone",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1142,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1143,babies and even juveniles who get addicted to their favorite games and start smoking at an early age in a certain,deaths toll of the tsunami in Japan
1144,judicial system,Capital punishment is a form of revenge which creates controversies in achieving monetary stability
1145,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1146,îngrijire of the children,deaths toll of the tsunami in Japan
1147,deaths of each individual person are not related to the death penalty,defenseless animals
1148,prisons and privies are given capital punishment,": if an individual murders someone for self-defense, then such a crime is not hein"
1149,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1150,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture
1151,death toll of the victim's life,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1152,a crime,a fair trial can be achieved
1153,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1154,"; meanwhile, they have a lot of life Having jobs would affect the health of the student It diver",every human being to be killed
1155,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1156,death penalty neither controls the violent in society nor creates a violent culture,death toll of the victim's life
1157,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1158,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin
1159,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,penalty should be banned sacrificing animals is an expensive and painful activity human beings have no moral right to use animals
1160,Strafed the amount of crimes in their mind as they did not commit a crime,many innocent people were executed for the crime they did not commit
1161,are some of the important parts of our life,deaths toll of the victim's kin is the death of every individual
1162,"Prisons should be sentenced for the rest of their country when they are released in the age of growth, they",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1163,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1164,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1165,are just some simple drawings and drawings,death toll of the victim's kin is the death penalty they have committed a crime intentionally or due
1166,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1167,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,it is inhumane to watch one's fellowman struggle against famine and violence
1168,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1169,my life would be better in the long run,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1170,Prisons should be sentenced for the rest of their country,convicted it can be replaced by someone else
1171,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,death toll of the victim's kin is always better than others
1172,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1173,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1174,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1175,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1176,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1177,", not exposing them to the past",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1178,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1179,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1180,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1181,"exposing them to the past records of the criminal can be, therefore, given capital punishment",death toll of the victim's kin is the death penalty they have committed a crime intentionally or due
1182,were buried by death,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1183,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's life
1184,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1185,", not exposing them to the past",have been executed for the third time
1186,it is the most dangerous thing that children may be exposed to when they are attacked by crime,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1187,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,death penalty neither controls the violent in society nor creates a violent culture
1188,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1189,fewer animals could be saved by having natural resources,it's so cruel and wrong to cause pain to animals
1190,are executed for the government and they are wrongly gotten,have been executed for the third time
1191,incarcerants are often convicted for the crime they did not commit,convicted it can be replaced by a life sentence
1192,it's every human being to experience it,death toll of the victim's kin is always better than others
1193,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1194,fewer animals could be saved by having natural resources,my death penalty which I have been killed for is not good
1195,Prisons should be sentenced for the rest of their country,Prisons and even prisons are not a good chance for people to escape from isolation and depression
1196,"it is regarded as the ""legalized revenge"" to victims' family Crimes kill someone which is illegal;",it is inhumane to watch one's fellowman struggle against famine and violence
1197,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1198,death penalty neither controls the violent in society nor creates a violent culture,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1199,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1200,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1201,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1202,"babies and even juveniles who are not mentally develop, it might be hard for them not to swaye",a great number of crimes
1203,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1204,abortions and other means will prevent happening worst,deaths and even death toll of the victim's respiratory system can prevent him from being missing from life
1205,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1206,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1207,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,mortality rate were drop
1208,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Capital punishment helps to safeguard human rights in a strict and effective manner capital punishment protects the society from hardcore
1209,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,criminals in the country may face unfair juridical decision and they are subjected to capital punishment
1210,împărated into death,death penalty neither controls the violent in society nor creates a violent culture
1211,abortions and other means will prevent happening worst,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1212,a crime,become so easy that people can not live comfortably and comfortably
1213,are some of the important factors for a successful person to be successful,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1214,"assistance to ensure fairness by promoting the social stability of the nation, giving equal opportunities to the public and the","serialized crime rate is reduced and society becomes a peaceful place, so the country's culture is preserved and"
1215,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1216,tertiary education should make students prepare for specialization at university it should be to some extent patern,deaths of animals are a huge burden to them
1217,death penalty neither controls the violent in society nor creates a violent culture,deaths and even death toll of the victims of accidents
1218,Prisons are given capital punishment for the rest of their country,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1219,are some of the important factors for a successful presentation of beaten up by losing their job,death toll of the victim's kin is always better than others
1220,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1221,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1222,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1223,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,it is a good idea for children to past their first earlier life in the cities Children who live in cities have
1224,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1225,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1226,capital punishment is a form of punishment which is not the only option,violence and other means will be gotten in judicial system
1227,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1228,"are some of the important parts of our lives, such as a baby and settling down","death toll of the victim's kin is the death penalty which controls the amount of crimes, life imprisonment"
1229,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1230,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Prisons and even prisons are some form of prison for the rest of their country
1231,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1232,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1233,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,tertiary education should make students prepare for specialization at university it should be to some extent patern
1234,death penalty neither controls the violent in society nor creates a violent culture,death toll of the victim's kin is not the death of a person
1235,most people will be killed right away,death toll of the victim's life
1236,Prisons have more chance to get a better job than other people in the prison for the rest of their lives,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1237,Strafed are given capital punishment,have been executed for the rest of their country when they come back to normal and live a happy life
1238,sânge there are many more facts have improved life,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1239,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1240,"death penalty should be given only in the ""rarest of the rare"" cases",I knew how to kill someone and that did influence me in my life
1241,"time, which is a good way to relax and recharge the batteries",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1242,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1243,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1244,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1245,death toll of the victim's respiratory system can lead him to the death penalty,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1246,: one needs a teacher to teach him/her than anybody else,pain of the victim's life
1247,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,death penalty neither controls the violent in society nor creates a violent culture
1248,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,convicted it can be replaced by a life sentence
1249,a penalty is granted to the government,death penalty which I had never considered before
1250,have to work harder to meet the deadline,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and
1251,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,tertiary education should make students prepare for specialization at university it should be to some extent patern
1252,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1253,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,a great deal of money is wasted
1254,"; meanwhile, they have a lot of friends",Prisons should be sentenced for their misdeeds If they kill someone and end their life by dead without
1255,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1256,"are some people who are not mentally develop, but are prone to be obessed with them death","death toll of the victim's kin is the death penalty which controls the amount of crimes, life imprisonment"
1257,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1258,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1259,tertiary education should make students prepare for specialization at university it should be to some extent patern,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1260,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1261,it is to some extent paternalistic,every human being to be killed
1262,always halted and waste of time,"my father has killed many animals, but he is now depressed"
1263,death toll of the victim's life,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1264,death toll of the victim's kin is always the first thing they should do to prevent or minimize offensive,are executed for the crime they did not commit
1265,the truth in the stories,a soup every day
1266,", for example, adolescent may act sensibly and so-called 'Your loss'",a fair trial can be achieved
1267,"; meanwhile, they have a lot of friends",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1268,"deaths and even dying animals are not a good experience Innocent people, especially the pregnant women, are executed",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1269,Prisons should be sentenced for the rest of their country If they kill someone and end their life by dead without,Prisons should be sentenced for their misdeeds If they kill someone and end their life by dead without
1270,are being killed right away,a crime
1271,a penalty is granted to the government,Capital punishment is a form of revenge which creates controversies in achieving monetary stability
1272,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture
1273,", for example, adolescence may act sensibly",Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1274,"a great deal of crime coverage is rather biased, exaggerated or fraudulent",a death penalty neither controls the violent in society nor creates heinous crimes
1275,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1276,my murder,"innocent suspects, namely rape, vandalism, arson"
1277,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1278,are executed for the government and they are wrongly gotten,judicial system
1279,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,judicial system
1280,were buried by junk foods,death toll of the tsunami in Japan
1281,have been exposed to a variety of information,death toll of the victim's kin is the most important factor in choosing a proper and justif
1282,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1283,are put into artificial environments and it would kill them,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1284,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1285,will be killed and their family members will have to commit a crime first time and due to the condition of the,will have a bad result in the future
1286,", my roommate, Millan, brought his wife and even died out of his jealousy, he has",convicted it can be given in accordance to the condition
1287,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1288,death toll of the victim's life,every human being to be killed by some mysterious people
1289,death toll of the victim's kin is always better than others,are often executed for the death penalty
1290,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1291,it's hard to get all information as quickly as possible,it was indisputable that death penalty should be banned sacrificing animals is an easy way out it neither dem
1292,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1293,are being killed right away,it is to some extent paternalistic to prevent animals from being missing from life
1294,"a great deal of crime coverage is rather biased, exaggerated or fraudulent",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1295,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1296,each of them has its own benefits studying hard in school is an important factor to succeed in a job relating,death toll of the victim's kin is the most important factor in choosing a job
1297,have a past record of such crimes,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1298,"it is regarded as the ""legalized revenge"" to victims' family Crimes kill someone which is illegal;",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1299,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1300,death toll of the victim's kin is always better than others,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1301,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
1302,death toll of the victim's kin is the death penalty which I have never heard of my friends,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1303,it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to,death penalty neither controls the violent in society nor creates a violent culture
1304,are executed for the government and they are wrongly gotten,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1305,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin is always better than others
1306,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,convicted it can be replaced by a life sentence
1307,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture
1308,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1309,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1310,death penalty neither controls the violent in society nor creates a violent culture,"death toll of the victim's kin is the death penalty which controls the amount of crimes, life imprisonment"
1311,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1312,"Juries are also humans, they may lack of discretion",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
1313,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
