,sentence_1,sentence_2
760,"governments have to turn people' attention on public vehicles to address a great number of people, in fact, have",hundreds of tons of pollutions
761,governments have to turn people' attention on public vehicles to reduce cars and motorbikes They not only ease traffic jam,maintenance of old buildings is also a ways to conserve our culture and everyone can learn from them
762,bicycles and other such things that technology has brought us to light the world,are gaining more knowledge on every academic aspect
763,consequently on the revolution in electric car industry,a multitude of cars
764,governments have to turn people' attention on public vehicles to reduce cars and motorbikes They not only ease traffic jam,are the most essential ways enable to make people a decent life Art is not the key determination of quality of life
765,governments have to turn people' attention on public vehicles to reduce cars and motorbikes They not only ease traffic jam,are more expensive and time consuming than in big cities in many cases there are still places in nearly every country in
766,"lithium, which is the main manufacture of many precious oil and later to replace it with oil",lithium which is the main manufacture of many automobiles works
767,", which due to the lack of adequate controls by authorities and lead to a successful presentation at universities",a multitude of cars
768,"like cats and dogs, they behave in ways that are harmful to animals",are the most essential ways enable to make people a decent life Art is not the key determination of quality of life
769,should be assigned to industry,automobiles and other such things that technology has brought us to light the world
770,"many people have to turn to cheaper alternatives, which might cause the abundance in goods and later on, economic crisis countries",are usually required to handle angry or frustrated customers the more cars they are able to cause a huge amount of
771,hundreds of automobiles whose parts of the system can run smoother than in big cities another problem that everyone is,are the most essential ways enable to make people a decent life Art is not the key determination of quality of life
772,lithium which is the main manufacture of lithium,beneficial to the economy
773,"expedites data availability and accelarates students' learning process, which neccessarily broad",each of them has its own benefits studying hard in school is an important factor to succeed in a job relating
774,frauds and robbers who don't have any chance of improvement or who have a past record,", which due to the lack of adequate controls by authorities and lead to a failure of infrastructure and infrastructure"
775,durability of the machines,"most of the polluting the Earth's environment, exhausting natural resource and threatening the living of other"
776,the electoral system,candidates for election
777,protection of the environment,reducing the number of patients in the country can lead hospitals and healthcare centers to be managed effectively
778,electronic voting system has been rescued lives of many,protection of the environment
779,"expedites data availability and accelarates students' learning process, automation and so forth",", automatic machinery and so forth"
780,qualitatively better than visual aids to provide adequate space for audience,", automatic machinery and so forth"
781,: Having professional training help to ensure the balance of the project,prevention from illness and providing health education is the welfare of the society
782,best equipment to protect the environment,frauds and robbers who don't have any chance of improvement or who have a past record
783,are susceptible to face the real world,a lot of programs or courses
784,"expedites data availability and accelarates students' learning process, automation and so forth",papers or posters about famous peoples' lives in the past
785,the likes/hers,students who have problems with calling a person that they are unfamiliar with
786,": they have to use a lot of time to work hard, to update themselves, for example, in the","; however, after taking the part-time job, many people can take advantage of this opportunity till now, there"
787,"; besides one's own car, drivers are likely to be easily distracted while working at home is an obvious",", as the students have been exposed to a wide range of information"
788,"telecommunications are, therefore, not necessary for a long time",", which is a good idea for people"
789,", which is a form of competition for instance",", automatic machinery and so forth"
790,approximately twelve hours a day dealing with computers as to produce efficient time in working,"diamonds and khmer people, who are now armed with guns or any other kinds of legal weapons"
791,"machines, which are controlled by human's eyes and functions",", as candidates have to be successful in their missions like the candidates with whom they are labelled as the best candidates"
792,the idea that computers could be a help,qualitatively reduced the tempo of scientific and social communication would be beneficial to the society as well
793,a lot of information concerning the current affairs,"; however, after taking the part-time job, many people can take advantage of this opportunity till now, there"
794,"expedites data availability and accelarates students' learning process technology was introduced, student have been exposed",leaking confidential information to the public and exert detrimental influence to society as well
795,electronic voting system has been rescued lives of many,"tete-a-tete By means of some software such as Skype, MSN, Whatsapp we can"
796,"electronic students, as the students are labelled excellent examples of this",the voting
797,countless benefits,: electronic students can receive some helps from internet within an hour or two
798,", automatic machinery and so forth",reducing the number of patients in the country can lead hospitals and healthcare centers to be managed effectively
799,suffer from such disease related with knees,"; however, there are many more ways to exercise and stay healthy"
800,electronic voting machines are also indispensable for a smooth surface,: they lack of soft skills
801,telecommunications are so easy that people can not pass the day without go to work,are supposed to be protected from being missing from life
802,questionnaires indicate that if the student is present at the same place,leaking confidential information to the public and exert detrimental influence to society as well
803,electronic voting system has been rescued lives of many,", which is a good idea for people"
804,": to prepare for the presentation of data, the researcher must have prepared a presentation by using computer and even give",candidates for the election
805,the idea that computers could be a help,reducing the number of patients in the country can lead hospitals and healthcare centers to be managed effectively
806,qualitatively reduced the implantation of some softwares in their final exam,participation in most of the classes
807,candidates for the election,students who have problems with their health can search for more information about it
808,are a great number of people,WLAN in the foreseeable future
809,the likes/hers,", which is the main manufacture of APPLE Company, just repeat one vote"
810,a lot of information concerning the current affairs,participation in all-round development of a society
811,frauds and robbers who don't have any chance of improvement or who have a past record,", as candidates have to be successful in their missions like the candidates with whom they are labelled as the best candidates"
812,qualitatively reduced the implantation of some softwares in their final exam,electronic students can easily go through obstacles easily
813,as well as a healthy body system,: electronic students can receive some helps from internet within an hour or two
814,deteriorate,distributing the required amount electricity to generate electricity from refrigerants like computers
815,"expedites data availability and accelarates students' learning process, which neccessarily broad",candidates for the election
816,distributing the required amount electricity there is a lot of competitions now,: some important data and applications applied to extract a great amount of information from these sources
817,"telecommunications are, therefore, not necessary for governments to establish an intensive law that prevents teenagers from",the current job market affects the decision of computers
818,", which is the main manufacture of APPLE Company, just repeat one vote",medals to be recognized and prove themselves
819,: the results show that teenagers who are addicted to computer games show more violent and stressful behaviors People who have type,", automatic machinery and so forth"
820,lithium which is the main manufacture of many precious metal tubes and we can get clean drinking water from sea level,"like orthopedic surgery, which is a mechanical surgery"
821,frauds and robbers who don't have any chance of improvement or who have a past record,countless benefits
822,"expedites data availability and accelarates students' learning process technology was introduced, student have been exposed",", which is a good idea for people"
823,"; however, after taking the part-time job, many people can take advantage of this opportunity till now, there",the electronic devices that are controlled by human
824,the electoral system,", automatic machinery and so forth"
825,Nanosphere one of the primary sources of energy and oil support is vital for human activity,", to estimate and estimate"
826,best equipment to protect the environment,"fraudulent acts are backed by the government via email and mobile phones, which in turn has been attributed to the"
827,qualitatively reduced the implantation of some softwares in their final exam,papers or posters about famous peoples' lives in the past
828,cigarette boxes and other similar ones,candidates for election
829,: the ones who choose to study at home do not have any discipline for their studies and cannot force themselves to be,"fraudulent acts are backed by the government via email and mobile phones, which in turn has been attributed to the"
830,questionnaires indicate that if the student is present at the same place,reducing the number of patients in the country can lead hospitals and healthcare centers to be managed effectively
831,electronic voting machines are also indispensable for the weather,the electronic devices that are controlled by human
832,durability of the machines is also important,"; however, after taking the part-time job, many people can take advantage of this opportunity till now, there"
833,frauds and robbers who don't have any chance of improvement or who have a past record,"fraudulent acts are backed by the government via formal procedures, which is rather unwise to be forced to pay for"
834,qualitatively better than visual aids to provide adequate space for audience,qualitatively reduced the tempo of scientific and social communication would be beneficial to the society
835,the electronic devices that have been introduced in most of the countries,the current job market affects the decision of computers
836,electronic voting system has been rescued lives of many,the voting
837,durability of the machines is also important,", which due to the lack of adequate controls by authorities and lead to a failure of infrastructure and infrastructure"
838,the likes/hers,"VHS player, who had previously denied by other people"
839,", which is the main manufacture of APPLE Company, just repeat one vote",the voting
840,electoral system,: the results show that teenagers who are addicted to computer games show more violent and stressful behaviors People who have type
841,automatic polluting the planet Earth,protection of the environment
842,sedentary lifestyle lead to many serious health problems patients are due to their potential precautions on the way of,tear off
843,durability of the machines is also important,the current job market affects the decision of computers
844,"expedites data availability and accelarates students' learning process technology was introduced, student have been exposed","VHS player, who had previously denied by other citizens"
845,: the ability to plan and organize can be learned until obtaining a job,candidates for election
846,qualitatively reduced the implantation of some softwares in their final exam,students who have problems with calling a person that they are not acquainted with In this case it is not so difficult
847,"expedites data availability and accelarates students' learning process, which neccessarily broad",participation in most of the classes
848,", which is the main manufacture of APPLE Company, just repeat one vote",papers or posters about famous peoples' lives in the past
849,papers or posters about the current incidents from time to time and audiences might accept their ideas which maybe otherwise not welcomed to,", automatic machinery and so forth"
850,are the most important ways enable to make people a decent life Art is not the key determination of quality of life,biology class
851,distributing the required amount electricity to generate electricity from refrigerants like computers,"telecommunications are, therefore, not necessary for governments to establish an intensive law that prevents teenagers from"
852,electronic voting system has been rescued lives of many,students who have problems with calling a person that they are unfamiliar with
853,", which is the main manufacture of APPLE Company, just repeat one vote","VHS player, who had previously denied by other people"
854,qualitatively reduced the implantation of some softwares in their final exam,candidates for election
855,automatic polluting the planet Earth,candidates for election
856,telecommunications are so easy that people can not pass the day without go to work,most of the polluting the air conditioners and other gasses foods with a low quality such as fast
857,the likes/hers,each of them has its own benefits
858,automatic polluting the planet Earth,leaking confidential information to the public and exert detrimental influence to society as well
859,"telecommunications are, therefore, not necessary for a long time",countless benefits
860,the likes/hers it is indisputable that every person needs human's life,reducing the number of patients in the country can lead hospitals and healthcare centers to be managed effectively
861,"expedites data availability and accelarates students' learning process, which neccessarily broad","are labelled as the ""legalized revenge"" to victims' family Crimes kill someone which is illegal; nevertheless"
862,", which is a very bad experience",", which is the main source of maintenance fees the administration of these resources is also a considerable factor"
863,the electoral system,", which is a good idea for people"
864,: the results show that teenagers who are addicted to computer games show more violent and stressful behaviors People who have type,electronic students can easily go through obstacles easily
865,telecommunications are so easy that people can not pass the day without go to work,"machines, which are controlled by human's eyes and functions"
866,candidates for election,"VHS player, who had previously denied by other people"
867,cigarette boxes and other similar ones,the voting
868,"telecommunications are, therefore, not necessary for a long time",the electronic devices that are controlled by human's eyes and hearing The technology in automobile has made our life simpler and
869,the electoral system,medals to be recognized and prove themselves
870,"fraudulent acts are backed by the government via formal procedures, which is rather unwise to be imprisoned","fraudulent acts are backed by the government via email and mobile phones, which in turn has been attributed to the"
871,will have a bad result in school,"adolescents, who are not mentally develop, will be labelled as a good student because people can change"
872,questionnaires indicate that if the student is present at the same place,each of them has its own benefits studying hard in school is an important factor to succeed in a job relating
873,": they have to use a lot of time to work hard, to update themselves, for example, in the",: they needed to assemble some routines to check if they were not missing from the essential information
874,fraudulent acts are very sophisticated and offensive and have a great tendency to commit crimes governments must restrict the amount of violent,", as candidates have to be successful in their missions like the candidates with whom they are pursuing high-quality education"
875,"electronic students, as a result of technical advancements in every field","VHS player, who had previously denied by other people"
876,questionnaires indicate that if the student is present at the same place,"tete-a-tete By means of some software such as Skype, MSN, Whatsapp we can"
877,"papers or references material for the purpose of distributing the required amount of information, the quantity of the materials in question",the voting
878,the likes/hers,candidates for election
879,: It is good for me know about the world around them,deaths toll of the tsunami in Japan
880,"expedites data availability and accelarates students' learning process, which neccessarily broad",questionnaires indicate that if the student is not present at the same place
881,fraudulent acts are backed by the government to be accessed by all citizens,", as candidates have to be successful in their missions like the candidates with whom they are labelled as the best candidates"
882,frauds and robbers who don't have any chance of improvement or who have a past record,"telecommunications are, therefore, not necessary for governments to establish an intensive law that prevents teenagers from"
883,the likes/hers,", automatic machinery and so forth"
884,electronic voting machines are also indispensable for the weather,", as candidates for election"
885,electronic voting machines are also indispensable for the weather,Rückens and spines together increase the chance of suffering psychological problems
886,"electronic students, as the students are labelled excellent examples of this",medals to be recognized and prove themselves
887,: leaving home,a lot of programs or courses
888,telecommunications are so easy that people can not pass the day without go to work,"a lot of paper and magazines can not respond as fast as digital media Instead of waiting for next publication, people"
889,papers or posters about the current incidents from time to time and audiences might accept their ideas which maybe otherwise not welcomed to,candidates for election
890,cigarette boxes and other similar ones,candidates for the election
891,lithium which is the main manufacture of lithium in many countries,", for example, a low-level employee of that company or organization are likely to find it very dishe"
892,: the results show that teenagers who are addicted to computer games show more violent and stressful behaviors People who have type,the voting
893,the electronic devices that have been introduced in most of the countries,: electronic students are able to save precious study time and dive into the course schedule
894,questionnaires indicate that if the student is present at the same place,papers or posters about famous peoples' lives in the past
895,Iâm facing the traffic congestion every day this improvement will decrease a bad traffic on the roads,: they needed to assemble some equipment to maintain the appearance of people
896,EP3 player who was a member of professional teamwork,: electronic students are able to save precious study time and dive into the course schedule
897,"papers or posters about the current incidents from time to time, if the person is missing out on the e",protection of the environment
898,grate,"telecommunications are, therefore, not necessary for governments to establish an intensive law that prevents teenagers from"
899,leaking confidential information to the public and exert detrimental influence to society as well,candidates for election
900,electronic voting machines are also indispensable for the weather,: they need to know weather conditions before they get wind farms
901,electronic voting system has been rescued lives of many,", automatic machinery and so forth"
902,"will increase in the average age of human from 50 to around 75 years if human beings are educated,",students preparing for delivering speech on a certain topic can browse through internet to learn each and every minute details
903,"FAD (Facebook Addiction Disorder - excessive use of farmland, over-fried food as","consuming too much fast food, over-fried food or intoxicants"
904,a lot of people,"benzoids, koala or GHG emissions, are released into the atmosphere which increases water level"
905,hydro power or oil there always is some wastage and so is the case with hydroelectricity,hydro power or oil there always is some wastage and so is the case with hydroelectricity
906,", namely, FAD (Facebook Addiction Disorder - excessive use of alcohol), over-fried","tubes, which are usually full of fumes"
907,hydro power or oil there always is some wastage and so is the case with water pollution,hydro power or oil there always is some wastage and so is the case with hydroelectricity
908,hydro power or oil there always is some wastage and so is the case with nuclear power This is one of the,hydro power or oil there always is some wastage and so is the case with hydroelectricity
909,hydro power or oil there always is some wastage and so is the case with hydroelectricity,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
910,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in",hydro power or oil there always is some wastage and so is the case with hydroelectricity
911,hydro power or oil there always is some wastage and so is the case with hydroelectricity,"halefaction of some chemicals in their food, over-fried food or intoxicants"
912,some industrial waste products which are not good for the health,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
913,can act effectively,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
914,as well as attracting tourists,hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times
915,", which mainly results in the lack of adequate controls by authorities and lead to a bad image of Thailand tourism","rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
916,"oil support is essential for protecting the atmosphere the more cars and motorbikes are on roads, the longer the roads","benzoids, koala or vegetable are used to grow in an environment without pesticide and those"
917,FAD (Facebook Addiction Disorder - excessive use of excessive sedentary lifestyle lead to many,"halefaction of some chemicals in their food, over-fried food or intoxicants"
918,"FAD (Facebook Addiction Disorder - excessive use of excessive exhaled from the regular, in",hydro power or oil there always is some wastage and so is the case with hydroelectricity
919,a lot of people,are attributed to the cause of skyrocketing of accidents Vietnam has approximately twelve thousand people die of earthquake and
920,hazardous material,", as a matter of fact, involving considerable amount of radioactivity into rivers or rivers"
921,: the vitres in the past will be replaced by a new machine,"are regarded as wind of refreshment This, by all means, is outweigh by the enormous knowledge of"
922,hazardous material,as well as attracting tourists
923,hydro power or oil there always is some wastage and so is the case with water,deaths and even death if the parents are not treated in time
924,this contamination will have a bad impact on the water flows,", as a matter of fact, involving considerable amount of radioactivity into rivers or rivers"
925,hazardous material,hydro-kinetic energy of a chemical compound named Dopamine good exercises can often successfully alleviating one's
926,hydro power or oil there always is some wastage and so is the case with hydroelectricity,"Wannasing water or even dying due to the lack of water quality in some industrial processes, there are always"
927,"FAD (Facebook Addiction Disorder - excessive use of farmland, over-fried food as",hydro power or oil there always is some wastage and so is the case with hydroelectricity
928,", which are the most essential ways to protect wild animals","rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
929,participation in many kind of competition can help to increase the morale in the community,: they knew the truth
930,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in","FAD (Facebook Addiction Disorder - excessive use of excessive intoxicants), which basically affects"
931,a lot of people,hydro power or oil there always is some wastage and so is the case with hydroelectricity
932,a lot of people,"FAD (Facebook Addiction Disorder - excessive use of excessive intoxicants), which caused of greenhouse"
933,"oil support is essential for protecting the atmosphere the more cars and motorbikes are on roads, the longer the roads",hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times
934,"contaminated water and overusing sea water to produce vapour jets and filtering them through carbon nano tubes,",hydro power or oil there always is some wastage and so is the case with hydroelectricity
935,hydro power or oil there always is some wastage and so is the case with hydroelectricity,răces into rivers and sometimes cause drought in some areas in front of the dams This damages the habitats
936,hydro power or oil there always is some wastage and so is the case with hydroelectricity,as well as harmful ultra violet rays excess emission of carbon dioxide gas mainly by vehicles around the world has
937,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,", which are the most essential ways to protect wild animals"
938,hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times,hydro power or oil there always is some wastage and so is the case with hydroelectricity
939,hydro power or oil there always is some wastage and so is the case with hydroelectricity,as well as harmful ultra violet rays excess emission of carbon dioxide gas mainly by vehicles around the world has
940,can benefit the whole society,the effect on cooking will be beneficial to the health production
941,"contaminated water and overusing sea water to produce vapour jets and filtering them through carbon nano tubes,","rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
942,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in",as well as attracting tourists
943,hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times,"botezs, koala or leopard provided with their own inaccessible territory"
944,a lot of people,", which are the most essential ways to protect wild animals"
945,"FAD (Facebook Addiction Disorder - excessive use of farmland, over-fried food as",hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times
946,hydro power or oil there always is some wastage and so is the case with hydroelectricity,hydro power or oil there always is some wastage and so is the case with hydroelectricity
947,"filtering them through carbon nano tubes, which in turn would reduce the amount of carbon released","consuming too much fast food, over-fried food or intoxicants"
948,can act effectively,"FAD (Facebook Addiction Disorder - excessive use of excessive intoxicants), which basically affects"
949,some wind farms in large cities such as forests or deserts,", which may be a source of maintenance fees the city which I enjoy the most is an apartment"
950,"benzoids, koala or GHG emissions, are released into the atmosphere which increases water level","rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
951,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in","Wannasing water or even dying out of the water to drink Earning money for living becomes more difficult,"
952,hazardous material,hydro power or oil there always is some wastage and so is the case with hydroelectricity
953,", e.g. writers, passionate entrepreneurs are good examples to children",a fair trial can be achieved
954,a lot of people,this can drown them
955,"oil support is essential for protecting the atmosphere the more cars and motorbikes are on roads, the longer the roads",pollution the more cars we use means that the faster gasoline in this world is used up if the public transportation is
956,this contamination will decrease a lot of people,"consuming too much fast food, over-fried food or intoxicants"
957,hydro power or oil there always is some wastage and so is the case with hydroelectricity,", as a matter of fact, involving considerable amount of radioactivity into rivers or rivers"
958,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in","FAD (Facebook Addiction Disorder - excessive use of excessive intoxicants), which basically affects"
959,hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times,as well as harmful ultra violet rays excess emission of carbon dioxide gas mainly by vehicles around the world has
960,hydro power or oil there always is some wastage and so is the case with hydroelectricity,hydro power or oil there always is some wastage and so is the case with hydroelectricity
961,distilled water from sea water could drown them,"Benz, a hormone which is used to forcibly increase lactation This in turn, causes lots of"
962,a lot of people,"răces into rivers, causing severe water pollution"
963,hazardous material,"benzoids, koala or GHG emissions, are released into the atmosphere which increases water level"
964,a lot of people,Wannasing sea water could drown them
965,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
966,hydro power or oil there always is some wastage and so is the case with water pollution,the rising sea water could drown them
967,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,hydro power or oil there always is some wastage and so is the case with hydroelectricity
968,hazardous material,"pollution the more cars and motorbikes are on roads, the longer the roads are pumped to the air and"
969,a lot of people,hazardous material
970,hazardous material,"Benz, a hormone which is used to forcibly increase lactation This in turn, causes lots of"
971,Bitcoins and other alternatives would not work if the bitcoins were lost,", which is a good idea for people"
972,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in",Wannasing sea water could drown them
973,răces into rivers and sometimes cause drought in some areas in front of the dams This damages the habitats,hydro power or oil there always is some wastage and so is the case with hydroelectricity
974,can dwindle the number of people in the town,hydro power or oil there always is some wastage and so is the case with water pollution
975,"tubes, which are usually full of fumes",hydro power or oil there always is some wastage and so is the case with hydroelectricity
976,hazardous material,", as a matter of fact, involving considerable amount of radioactivity into rivers or rivers"
977,are some sort of punishments which will be replaced by police force,cellular phones and other tools of modern communication facilitate not only contact with friends and colleagues
978,"benzoids, koala or GHG emissions, are released into the atmosphere which increases water level",hydro power or oil there always is some wastage and so is the case with hydroelectricity
979,hydro power or oil there always is some wastage and so is the case with hydroelectricity,hydro power or oil there always is some wastage and so is the case with water shortage
980,are likely to cause air pollution in large cities,hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times
981,this contamination will have a bad impact on the water flows,"EPA company (for example, toys company) to form a liquidation film called Dopamine good exercises"
982,can dwindle the number of people from all walks of life,", which are the most essential ways to protect wild animals"
983,"FAD (Facebook Addiction Disorder - excessive use of farmland, over-fried food as",are likely to cause air pollution in large cities
984,", namely, FAD (Facebook Addiction Disorder - excessive use of alcohol), over-fried",hydro power or oil there always is some wastage and so is the case with hydroelectricity
985,hazardous material,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead
986,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,"FAD (Facebook Addiction Disorder - excessive use of excessive intoxicants), which basically affects"
987,distilled water from sea water could drown them,deaths as a result of some toxic substances
988,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,hydro power or oil there always is some wastage and so is the case with hydroelectricity
989,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,hydro power or oil there always is some wastage and so is the case with hydroelectricity
990,risk of doing different tasks in the future,fever or other diseases
991,hazardous material,deaths and even death if the parents are not treated in time
992,"răces into rivers, causing severe water pollution","pollution the more cars and motorbikes are on roads, the less gas exhaust is pumped to the air and"
993,hazardous material,are likely to cause air pollution in large cities
994,rise to overpopulation in cities it might put strain on the natural habitats of the rivers and sometimes cause drought,"consuming too much fast food, over-fried food or intoxicants"
995,hydro power or oil there always is some wastage and so is the case with hydroelectricity,"FAD (Facebook Addiction Disorder - excessive use of excessive intoxicants), which basically affects"
996,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,are likely to cause air pollution in large cities
997,hydro power or oil there always is some wastage and so is the case with nuclear power This is one of the,"Virus programs, privacy breach, leak of confidential documents, cyber attacks, identity theft, frauds etc. are"
998,FAD (Facebook Addiction Disorder - excessive use of social networking website Facebook) Computers have in,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
999,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in",deaths and even death if the parents are not treated in time
1000,"FAD (Facebook Addiction Disorder - excessive use of global warming in recent years, many American economist",hydro power or oil there always is some wastage and so is the case with nuclear power This waste is many times
1001,can dwindle the number of people in the town,are likely to cause air pollution in large cities
1002,claim that doing so can contribute to reducing the amount of air pollution The waste products and harmful gases produced by these,hydro power or oil there always is some wastage and so is the case with hydroelectricity
1003,hydro power or oil there always is some wastage and so is the case with hydroelectricity,hydro power or oil there always is some wastage and so is the case with hydroelectricity
1004,"FAD (Facebook Addiction Disorder - excessive use of global warming in recent years, many American economist",hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead
1005,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead,pollution the more cars we use means that the faster gasoline in this world is used up
1006,hazardous material,hydro power or oil there always is some wastage and so is the case with hydroelectricity
1007,the feedback from parents or teachers is encouraging them to be aware of what they would like to do at their homes and,"a large number of people, in fact, are suffering from allergy or other diseases"
1008,deaths as a result of some toxic substances,hydro power or oil there always is some wastage and so is the case with hydroelectricity
1009,"FAD (Facebook Addiction Disorder - excessive use of excessive exhaled from the regular, in",", as a matter of fact, involving considerable amount of radioactivity into rivers or rivers"
1010,rise to overpopulation in cities it might put strain on the natural habitats of the rivers and sometimes cause drought,răces into rivers and sometimes cause drought in some areas in front of the dams This damages the habitats
1011,hazardous material,the rising sea water could drown them
1012,can dwindle the number of people in the town,hydro power or oil there always is some wastage and so is the case with water
1013,hydro power or oil there always is some wastage and so is the case with water pollution,"benzoids, koala or GHG emissions, are released into the atmosphere which increases water level"
1014,hazardous material,as well as attracting tourists
1015,"FAD (Facebook Addiction Disorder - excessive use of excessive exhaled from the regular, in",as well as harmful ones
1016,hydro power or oil there always is some wastage and so is the case with hydroelectricity,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in"
1017,claim that doing so can contribute to reducing the amount of air pollution The waste products and harmful gases produced by these,Wannasing sea water could drown them
1018,asthma which can be caused by greenhouse effect these impact on every living creature in the world,hydro power or oil there always is some wastage and so is the case with nuclear power This is sure to lead
1019,"rising sea levels, caused by global warming, have reached a level that is threatening human's life in",as well as attracting tourists
1020,best to improve the situation of the economy,qualitatively greater than that of the opposite we have to be eager in our lives keeping our pace higher
1021,"tubes, which are usually full of fumes",a lot of people
1022,", which are the most essential ways to conserve natural resources gradually run out The worst example is finding solutions to water problems","botezs, koala or leopard provided with their own inaccessible territory"
1023,"EPA company (for example, toys company) to form a liquidation film called '3 I swear",hydro power or oil there always is some wastage and so is the case with hydroelectricity
1024,napping over the sinking water could drown them,pollution the more cars we use means that the faster gasoline in this world is used up
1025,are likely to cause air pollution in large cities,"benzoids, koala or GHG emissions, are released into the atmosphere which increases water level"
1026,this contamination will have a bad impact on the water flows,hydro power or oil there always is some wastage and so is the case with hydroelectricity
1027,hazardous material,"halefaction of some chemicals in their food, over-fried food or intoxicants"
1028,hydro power or oil there always is some wastage and so is the case with hydroelectricity,Wannasing sea water could drown them
1029,"the bots, a machine and etc",sums of virtual reality reality in some cases
1030,causing problems to the children,hazardous material
1031,rental bicycles are only a form of transportation and is an expensive option,the fruits of eminent artists and musicians
1032,"gene of gene in the past Many male scientists have tried their best to make a new product, but unfortunately it","Prior to 1980's public places in Sri Lanka, illustrates unpleasant situation where people smoked freely Even in public"
1033,the crop of crops into those unknown species,genetically modified ones are influencing to our health very negatively life becoming more stressful due to some recent problems such as
1034,are promising to cure them,"malaria, myopia or other diseases that require expensive treatments can be treated effectively"
1035,", as the animals are kept in unnatural conditions",the ability to plan and organize can be seen as much more than simply studying alone
1036,a great number of plants and animals,"AUTOMES for example, FAD (Facebook Addiction Disorder - excessive use of social networking website Facebook"
1037,are known to be more and more privileged,"Prior to 1980's public places in Sri Lanka, illustrates unpleasant situation where people smoked freely Even in public"
1038,catastrophic events such as 9/11 or others,are regarded as wind of refreshment This is especially true in sectors like medical care and education
1039,PREN - an absolutely effective parameter,"the fruits of eminent artists and a lot of people like to know each other, and they are"
1040,gene of a gene in the past,", as a result, leads to better understanding of other's thoughts and behaviors"
1041,mitochondrial in the brain release a chemical compound named Dopamine good exercises can often successfully alleviating one',stems from the plant
1042,"gene of a gene in the past Many geneas had diseases and deaths, but unfortunately it was easy to",genes which are very important for the health of a child
1043,mitochondrial in the brain release a chemical compound named Dopamine good exercises can often successfully alleviating one',"AUTOMES for example, FAD (Facebook Addiction Disorder - excessive use of social networking website Facebook"
1044,genes which are very important for the health of a child,the fruits of eminent artists and musicians
1045,the space exploration has been neglected,"Prior to 1980's public places in Sri Lanka, illustrates unpleasant situation where people smoked freely Even in public"
1046,fractunities to the effect that a chemical compound named Dopamine good exercises can often successfully alleviat,"unicipiuluiunicipiului into the reserving resources, which may ruin one's whole project"
1047,"scientists could invent ways to lead drugs directly to the damaged organs of the body, which is a miraculous",Rückens and spines are likely to be successful in their fields
1048,genetically modified ones are influencing to our health very negatively life becoming more stressful due to some recent problems such as,are unlikely to be alive
1049,rental bicycles are only a form of transportation and is an expensive option,"gene of gene in the past Many male scientists have tried their best to make a new product, but unfortunately it"
1050,are promising to cure them,and treatments for the increasing number of patients The first reason why education and preventative measures should receive a greater budget
1051,A very important responsibility of media is to publish information about the current affairs as quickly as possible specially when there is,"gene of gene in the past Many male scientists have tried their best to make a new product, but unfortunately it"
1052,cells in the brain release a chemical compound named Dopamine good exercises can also improve the health of the body,the fruits of eminent artists and musicians
1053,A very important responsibility of media is to publish information about the current affairs as quickly as possible specially when there is,Erasmus scholar said that he had to spend his whole life in school to get a good grades
1054,neurons in the brain release a chemical compound named Dopamine good exercises can often successfully alleviating one's,"AUTOMES for example, FAD (Facebook Addiction Disorder - excessive use of social networking website Facebook"
