,sentence_1,sentence_2
1639,"only.06% of people who have killed kill again when they escape, are released...","we shall find a way to improve these peoples habits, not kill them."
1640,"only.06% of people who have killed kill again when they escape, are released, etc.",so long as innocent people are killed for crimes they didn't commit then the system must be sound.
1641,timothy stanley: two things made me question my position on death penalty. he says,a completely different view on what the goal of capital punishment should be.
1642,"roland martin: if you raped and killed my kids, i would not want","lz granderson: if someone kills my child, my parent or my siblings, i would want"
1643,the death penalty encourages crime in some countries. lz granderson: you're assuming that the,aaron carroll: you're implying that the death penalty is an effective crime deterrent
1644,"bob greene: death penalty will cost money, but if it cut out some steps it'd be less",life without parole costs justice system WAAAY less than death penalty cases do.
1645,roxanne jones: life without opportunity of parole is more humane and just punishment. she says life,bob greene: life sentence without parole would ruin most people's lives. he says those detered
1646,"bob greene: if you support the death penalty, you must be willing to put your name in the","aaron carroll: even though you deny it, your statements show you have no problem executing innocent"
1647,death penalty should not be catagorized as a deterrent,death penalty acts as a deterrent to other would be murderers.
1648,"aaron carroll: i support the death penalty, but feel there needs to be better system.",death penalty isn't fair.
1649,"bob greene: if you are going to argue for or against the death penalty, try to be a",he was unjustly put to death and therefore it is a statement against the death penalty.
1650,adam lanza: people who commit bad crimes shouldn't be allowed to suffer in prison.,aaron carroll: government shouldnt make people spend rest of their life in prison. he says
1651,the death penalty should save more lives than innocents.,"the death penalty is a deterrent and saves innocent lives, says julian zelizer."
1652,sally kohn: we'd be more likely to lock someone up for life in prison than to execute,bob greene: how about we stop a penalty that has executed innocents? he asks.
1653,"bob greene: death penalty is a precious thing, but it's one too many. he","yeah, including the human judgment that says the death penalty is wrong."
1654,john sutter: the death penalty has again shown and proved to deter murder. he says,lz granderson: you have just shown your position why we should use the death penalty. he says
1655,bob greene: long prison time only costs us money and is a huge waste. he says we,the biggest problem with the death penalty is the cost.
1656,aaron carroll: i am more interested in the deterrent effect of capital punishment.,aganist the penalty as punishment.
1657,aaron carroll: the death penalty stands for humane justice. he says it's,IMO the death penalty is about justice for the loved ones of the victims.
1658,"bob greene: murder is murder, no matter how it is done.",bob greene: in reality I wouldn't care if the death penalty were gone.
1659,killing a person is simply murder once the danger is gone.,letting the family or friends of the victim kill the convicted person might be childish revenge.
1660,"bob greene: with all this talk about innocent people being put to death, I was wondering. he","if you know for a FACT that innocent people have been put to death already, then give me their names"
1661,julian zelizer: death penalty puts fear in minds of other potential capital criminals. he says,death penalty acts as a deterrent to other would be murderers.
1662,"only some states use the death penalty, only certain countries allow it.","bob greene: ""argument"" is an argument for abolishing death penalty. he says it"
1663,bob greene: if someone commits a crime worthy of the death penalty they should get life sentence,"if someone commits any crime, then they are a criminal by definition. daniel trei"
1664,a third degree murder is not the first time someone has been put to death.,bob greene: i could kill someone trying to kill my children.
1665,execution costs far more to keep a person in prison for life.,"a person is more expensive to kill, then letting him stay for life."
1666,bob greene: do you not think death is the least punishing form of punishment? he asks,"bob greene: if you think there shouldn't be a death penalty, you're an idiot"
1667,i don't think everyone should be put to death.,"aaron carroll: death penalty should be used, but only in extreme cases. he says death"
1668,"convicted murderers may regret killing their victims, but don't think of them as innocent. cn","if you kill someone, they won't have the chance to get rehabilitated. hel"
1669,death penalty is lawful (in some states) because majority of people agree to give justice system power to kill.,government has no right to kill people.
1670,aaron carroll: i'm not saying we should apply the death penalty in all instances of murder,the death penalty is not used for what it is supposed to be used.
1671,aaron carroll: why would one do that if death penalty became possible?,death penalty provides a possible (but by no means apparent) benefit on crime rates compared to imprisonment. but
1672,a life sentence and death penalty would have prevented further murders. christopher ferguson:,the death of a criminal prevents him from committing any further crimes.
1673,"bob greene: murder is murder, no matter how it is done. he says a death is","killing a person, no matter the reason, is still murder. lz granderson: killing is murder"
1674,"if a person kills another person it is murder, whether it's sanctioned by the state or","lz granderson: if it is wrong for an individual to kill, then it's also wrong to"
1675,the death penalty right now is too easy even for me.,"circumstantial evidenc should not be allowed, says dr."
1676,there are certain crimes where the death penalty is acceptable.,"the death penalty is about specific crimes, not any crimes."
1677,"eric liu: death penalty is a nonsensical issue, but it's",people who will commit a crime with life in prison would probably still commit the crime.
1678,"sally kohn: if it has nothing to do with the death penalty, how could it have anything",Warum do people even question death?
1679,"bob greene: if i ""murder"" someone without cause, he'd deserve to die",aaron carroll: some crimes are so heinous that the person who committed them deserves to die
1680,"if he retains the death penalty, it's a lot cheaper to kill him than to keep him",twitter user who killed his twitter account should be jailed. aaron carroll: no he
1681,"if I were charged with something that forced me to spend the rest of my life in jail, i would rather","bob greene: if someone gets life w/o parole, they should be put in real jail"
1682,"john avlon: with many executions, Texas follows the same trend as other states.",Texas has the most executions and murders as well.
1683,some people feel insecure about life sentences in prison. lz granderson: life-sentences are,111 people have been sentenced to death. they were found guilty while waiting for their sentences to be overturned
1684,"bob greene: had the death penalty been in effect, those kids might have died. he says",the problem with the death penalty is eventually someone will be sentenced to death.
1685,aaron carroll: death penalty should not be catagorized as deterrent.,many people argue that the death penalty is not a deterrent.
1686,the death penalty is a punishment for barbaric outlets of hate.,heidi schlumpf: DP serves no purpose except as barbaric outlet for hate
1687,study on deterrent effect of death penalty suggests it's no more effective than life imprisonment.,life in prison is a lesser harsh punishment than death penalty. there's nothing to say that life imprisonment is
1688,thistown and me have quoted Jesus to support our stance on the death penalty.,ed husain: it is quite clear that Jesus did not support the death penalty.
1689,does the death penalty deter evil more than life in prison?,life imprisonment without parole also deters the criminal from recommitting.
1690,bob greene: there have been cases where someone killed someone in revenge for molesting their children.,"a number of people have been executed, only to be found innocent after their death."
1691,a completely different view on what the goal of capital punishment should be.,"if that is the case, I am against Capital Punishment."
1692,Why do you have to get rid of them?,if you kill someone you should face the death penalty.
1693,aaron carroll: execution of someone shouldn't be dependent on financial cost. he says taxpayer,cost of execution varies depending on the state the prisoner is to be tried and executed in.
1694,ed husain: putting somebody in prison for life when they have requested death penalty is cruel,"bob greene: if i were to argue in front of the Supreme Court, I'd take the"
1695,bob greene: tax dollars should go to something more useful than trying to execute one person. he says,bob greene: in reality I wouldn't care if the death penalty were gone.
1696,the death penalty does NOT have better crime rates.,are there any stats showing countries/states with the death penalty have a higher crime rate?
1697,death penalty isn't as effective as a deterent as life sentence.,life without parole is a punishment for many people.
1698,people who qualify for the death penalty are charged with committing heinous crimes.,many people find some crimes heinous enough to warrent the death penalty.
1699,samuel adebayor: life in prison will never let him kill again.,"a slaughtering murderer's life is worth more than that of his victim, says daniel"
1700,"bob greene: if a criminal wants death, i prefer to be sadistic. he",sally kohn: there's no point in letting someone live who doesn't want to live
1701,john avlon: kind of person we might want put to death by justice system.,"sally kohn: if we keep administering the death penalty while the system is broken, we will"
1702,"bob greene: had the death penalty been in effect, those kids might have died.",assault would not be one of them unless it caused death or was a sexual assault on.
1703,aaron carroll: how can you justify teaching children to stop killers from killing? he says killing,if someone killed you wouldn't you want them dead?
1704,a man should have been sent to prison for life. he should've been found guilty of the crime,"bob greene: if the system is good enough to send someone to prison for life, it should be good"
1705,bob greene: i was just making a point about the death penalty. he says it',i think death penalties should be allowed for harsh offenses.
1706,bob greene: no one asks a murderer if killing someone for wearing pink feels like killing another,"killing a person, no matter the reason, is still murder. daniel treisman:"
1707,the death penalty is often supported for emotional reasons of retribution. the most common reasons given for supporting the,"bob greene: death penalty is just, same foundation of support for all sanctions. he says it'"
1708,aaron carroll: i think there should be understandings for justifiable murders.,bob greene: it is morally and philosophically justified to execute anyone who has murdered another human being.
1709,"if the person was killed in the same way that they murdered, i would be happy.",bob greene: a government should not be able to kill someone. he says they almost always
1710,"bob greene: with all this talk about innocent people being put to death, i was wondering. green",aaron carroll: death penalty has the capacity to kill innocent people.
1711,there would be executions for murderers and jail time for others.,"aaron carroll: court time is not inevitable, otherwise there wouldn't be an argument. car"
1712,the death penalty is simply a legally imposed punishment given to felons who commit crimes.,God gave government authority to use capital punishment to restrain murder.
1713,sally kohn: death penalty is a reason i support it. she says if someone,"if a person kills another person it is murder, whether it's sanctioned by the state or"
1714,people suffer more when they spend their whole lives in jail.,"bob greene: if a child kills someone, they forfeit their life. he says they"
1715,jury recommends life in prison.,life imprisonment without parole also deters the criminal from recommitting.
1716,a life sentence costs less than the death penalty.,no death penalty = less prison space = more money spent on building new prisons. no money saved = no capital
1717,"the death penalty gives the ability to off killers and murderers. if given life in parole, they have",in some cases death penalty would be right thing to do (no point keeping mentally insane murderers locked up.
1718,the truth is that the death penalty punishes those who have convicted a crime of extreme severity.,death penalty is not a qualified punishment for.
1719,sally kohn: death penalty not more effective than life imprisonment in deterring murder. she says,bob greene: if the death penalty were an adequate deterrent then we would not have murder.
1720,roland martin: if you show me where the bible says to let the murderer go free to,bob greene: I'm not suggesting that criminals cannot and do not change. he says they
1721,a jury convicts an innocent person and sentences him to death. lz granderson: jury,a life sentence can be reversed if th convicted individual is later found innocent.
1722,abortion does not qualify as state murder like the death penalty.,the death penalty is also premediated murder.
1723,christopher neville: that doesn't ensure that innocent people are not murdered.,"bob greene: Hitler killed a whole race, you're saying we don't mind if we"
1724,"john avlon: if you accept vengeance as reason for punishment, you would support",bob greene: you have yet to explain why the death penalty is preferable to imprisonment. he says
1725,"murder rate per capita is high, but capital punishment doesn't work. robert mcg","execution rate may be low, but still act as deterrent if publicity is increased."
1726,lz granderson: life without opportunity of parole is more humane and just punishment. he says life,bob greene: jurors can sentence capital murderers to life without parole. he says in every
1727,apllied death penalty doesn't seem appropriate in just any case.,dont think staying in prison for life is more punishment.
1728,the death penalty is more costly than simple life in prison.,"court time is not inevitable, otherwise there wouldn't be an argument as to the death penalty being more expensive than life"
1729,aaron carroll: i am personally against the death penalty but would like to know how just giving him,"bob greene: if a criminal wants death, i prefer to be sadistic. he"
1730,bob greene: death penalty costs more than lifetime imprisonment. he says it's been disprove,the death penalty is more costly than simple life in prison.
1731,bob greene: punishing criminals for crimes they have committed is not my position. he says,bob greene: thousands of people have been sentenced to death for a crime they did not commit.
1732,death penalty should be confined to those wrongly convicted.,"lz granderson: death penalty could be considered, but prisons should be punishment. he says death"
1733,muderer or rapist who is executed will never commit those crimes again.,fear in a person's mind has prevented him from commiting crime.
1734,death and war has been around longer than man has existed.,bob greene: death penalty is an option to get around it.
1735,aaron carroll: death penalty should be used when crime warrants death sentence. he says evidence,evidence and conclusion is inescapable.
1736,sally kohn: death is a much kinder sentence than life in prison. she says,"bob greene: life in prision is ""much worse"" than death penalty. he says"
1737,death penalty demeans moral order and execution does something wrong.,other countries not having it doesn't say anything about the morality of the death penalty.
1738,i find it quite strange that no one bothered to ask why you are against killing people...,many countries that ban the death penalty allow abortion as if killing a killer is worse than killing an innocent life
1739,"john avlon: if you execute pickpocket or give him life imprisonment, that would be","if a criminal were counting on being punished, he wouldn't have done it."
1740,"bob greene: if justice system is organized and operated correctly, death penalty should be used. he",death penalty should only be used when there is undeniable proof against the suspect.
1741,there is a smaller chance of an innocent person being sent to prison for the rest of their life.,bob greene: someone who commits a crime that serious should be behind bars. he says
1742,people dying from the death penalty are guilty people who have taken the lives of others.,deterrence of the death penalty is inherent in most people's lives. only psychopaths will work
1743,"courts have repeatedly enforced the obvious, common sense distinction between the actually innocent and the legally innocent (5).",bob greene: law recognizes distinction between those legally innocent and those actually innocent. he says common sense
1744,if a person wasn't convicted then they surely wouldn's not be murdered.,aaron carroll: killing someone who has raped them or hurt family member is not right
1745,bob greene: punishing criminals for crimes they have committed is not my position. he says,"if a criminal were counting on being punished, he wouldn't have done it."
1746,aaron carroll: we seem to have more compassion for the victims of murderers. he says,"bob greene: we kill killers, but end up with more murders."
1747,"bob greene: by killing someone who murdered someone, you are just doing the same thing. he says","roland martin: if you raped and killed my kids, i would not want"
1748,bob greene: killer has people that support the death penalty and will give him more appeals. he,he was unjustly put to death and therefore it is a statement against the death penalty.
1749,"the death penalty gives the ability to off killers and murderers. if given life in parole, they have",what if they don't kill anyone in their escape attempt?
1750,aaron carroll: no one should get the easy way out with death.,twitter user who killed his twitter account should be jailed for life. aaron carroll: twitter
1751,"bob greene: if i were to argue in front of the Supreme Court, I'd take the",aaron carroll: i am advocating life in prison without the option of parole.
1752,aaron carroll: statistics show capital punishment is no more deterrent than life without parole.,john sutter: the death penalty has again shown and proved to deter murder. he says
1753,"bob greene: i am not sure, which begs the question on my support for the death penalty",life in prisonment is so much worse than the death penalty. why do you think most prisoners on death row would
1754,sally kohn: death penalty punishes those who have convicted a crime of extreme severity,bob greene: punishing criminals for crimes they have committed is not my position. he says
1755,"sally kohn: death penalty does not deter serial killers, but it prevents them from killing",does the death penalty deter evil more than life in prison?
1756,putting people to death is an argument that they can't escape and kill again.,eric liu: death penalty is only one issue with death row. he says people put
1757,a third degree murder doesn't seem to have been put to death. no one has been killed for,"bob greene: with all this talk about innocent people being put to death, i was wondering. green"
1758,the death penalty is the only acceptable answer in this case.,the death penalty is already legal.
1759,people suffer more when they spend their whole lives in jail.,people who commit bad crimes shouldn't be allowed to suffer in prison.
1760,sally kohn: death penalty should not be used simply because it kills innocent people. she says,adam lancaster: innocent people have been killed by the death penalty.
1761,timothy stanley: death penalty would be good if there was a way to ensure it,"lz granderson: while innocent people have been convicted to death row condemned to die, there are people who"
1762,lz granderson: state with highest murder rate has no gun control. he says state has death penalty,states without the death penalty generally have lower murder rates.
1763,how many people with a life sentence without parole have died an prison?,"lz granderson: while innocent people have been convicted to death row condemned to die, there are people who"
1764,if murder is wrong then so is the death penalty.,what does this have to do with the death penalty?
1765,death penalty has deterred at least some people from committing murder.,death penalty should be allowed as it deters people from committing serious crimes.
1766,timothy stanley: death penalty would be good if there was a way to ensure it,"a innocent person has been put to death, says christopher edwards. he"
1767,bob greene: i support the death penalty for certain crimes and criminals. he says it',john avlon: i support the death penalty because I feel that crimes deserve death.
1768,life imprisonment without parole also deters the criminal from recommitting.,life without parole is a punishment for most people.
1769,"the death penalty does not deter murder rates, says aaron carroll.",aaron carroll: if the execution rate decreased and the murder rate increased then that explains the de
1770,the death penalty should be abolished because some people are sentenced to death.,over 40 countries have abolished the death penalty for all crimes since 1990.
1771,bob greene: how about we stop a penalty that has executed innocents?,bob greene: we will execute innocents with the guilty if we have a death penalty.
1772,some of the innocent people that have been executed in the u.s. were executed by the government of pak,"there have been so many cases of people being executed, only to be found innocent."
1773,the truth is that the death penalty punishes those who have convicted a crime of extreme severity.,death penalty given to those who commit a very serious crime.
1774,Louisiana has the highest murder rate in the country. almost no gun control in state with death penalty and high murder rates,aaron carroll: states without the death penalty have much lower murder rates.
1775,the death penalty has already been carried out....,"there have been so many cases of people being executed, only to be found innocent."
1776,"killing a person, no matter the reason, is still murder. daniel treisman:",aaron carroll: killing someone without justifiable reason is wrong.
1777,bob greene: some innocent people are still sentenced to death. he says there's a,aaron carroll: i would support the death penalty if there was way to ensure it would not
1778,bob greene: we shouldn't just kill someone if they commit a crime.,"if someone commits any crime, then they are a criminal by definition. bob greene:"
1779,a debate about the death penalty for murders brought up freaking Nelson. the person who brought it up says,there is no reason to give that person a death penalty.
1780,why should we be keeping people like them alive?,"if it must be, then we shall find a way to improve these peoples habits."
1781,bob greene: people will think twice before they choose to commit a crime. he says the death,studies show that people are routinely convicted of crimes they never committed. daniel webster:
1782,"if the murderer wants the death penalty, they should be allowed it. but for crimes of passion and",bob greene: criminals can choose death with no appeals. he says allowing them to choose
1783,deterrence is not the only reason i support the death penalty.,arguments that support the death penalty are the only ones that can reference the Constitution.
1784,john sutter: i wonder if he'd rather be sentenced to death than put with,"if I were charged with something that forced me to spend the rest of my life in jail, i would rather"
1785,"Darknight, this is a good point that i agree with and another Pro for capital punishment.",bob greene: i agree that the death penalty is too arbitrarily applied.
1786,bob greene: i'm not saying that the govenrment should do away with the death penalty,bob greene: i don't disagree with the theory of the death penalty.
1787,sally kohn: rape victims will likely kill more if caught. she says they',"killing murderers is the right thing to do, they say."
1788,"the death penalty is preferable to imprisonment, says aaron carroll. he says you have yet",bob greene: i don't disagree with the theory of the death penalty.
1789,"julian zelizer: the death penalty is flawed, kills innocent people. he says it costs",aaron carroll: you have accepted that some innocent people are executed. he says you've
1790,sally kohn: people like you let violent criminals walk free. she says you evidently feel,have you ever thought that death penalty is also violence?
1791,other countries not having it doesn't say anything about the morality of the death penalty.,bob greene: my conscience says that the death penalty is immoral.
1792,aaron carroll: i am not in favor of an anarchist society where there is no consequences,"lz granderson: if a criminal wants death, i prefer to be sadistic."
1793,hypocritical people will be killed for killing someone else.,"bob greene: if a child kills someone, they forfeit their life. he says they"
1794,study on deterrent effect of death penalty suggests it's no more effective than life imprisonment. almost every study,bob greene: life imprisonment shouldn't keep us from doing what's right. he says death
1795,"murder rate per capita is high. lz granderson: capital punishment works (deterrent), why is",aaron carroll: if the execution rate decreased and the murder rate increased then that explains the de
1796,killing someone because of him is quite hypocritical.,"a person is more expensive to kill, then letting him stay for life. cnn's"
1797,bob greene: people who have killed the most under the death penalty will end up strapped to that bed too,"bob greene: you make it sound as though someone is innocent, of anything, they should be killed."
1798,death penalty used as a scapegoat for many who are against executions. christopher,the death penalty is not deterrance for the person executed.
1799,the death penalty is the best possible deterrent for crime.,imprisoning deters possible crimes; there is always the risk of escape or release.
1800,if someone is bad enough to be considered for the death penalty then they must have had sure evidence that they are guilty,"bob greene: if a person commits murder, they don't deserve to live."
1801,sally kohn: death penalty is useless deterrent of crime. she says threat of death sentence,capital punishment is killing someone as a punishment for committing.
1802,"only some states use the death penalty, only certain countries allow it.","bob greene: yes, the death penalty should be used as a punishment."
1803,"...and if I do someday murder someone, I should be killed.",bob greene: death penalty is not murder.
1804,"if someone commits any crime, then they are a criminal by definition.",capital punishment is killing someone as a punishment for committing.
1805,"if the person was killed in the same way that they murdered, i would be happy.","...and if I do someday murder someone, I should be killed."
1806,majority populations may support death penalty for some crimes (1).,bob greene: you're right that most countries support the death penalty in some cases. he says
1807,"most other first-world countries don't have the death penalty, but have lower rates of crime.",aaron carroll: states without the death penalty have much lower murder rates.
1808,sally kohn: life imprisonment isn't better served by death penalty. she says society learn,sally kohn: i am not in favor of an anarchist society where there is no consequences
1809,i'd have to do more research into the death penalty website.,all in all I believe in the death penalty.
1810,Exactly how many innocent people has the death penalty killed?,the death penalty has the capacity to kill innocent people.
1811,bob greene: whether death sentence should be allowed to continue depends on society. he says society that has,bob greene: americans have terrible enemies who would work from within society. he says death penalty may
1812,i think I could kill someone trying to kill my children.,bob greene: a government should not be able to kill someone. he says they almost always
1813,people will tell you that the death penalty actually kills innocent people.,adam lancaster: innocent people have been killed by the death penalty.
1814,aaron carroll: death penalty should not be used simply because it kills innocent people. he,timothy stanley: death penalty would be good if there was a way to ensure it
1815,"serial killers, ""How many people did you kill?"" asks robert martin.",people will tell you that the death penalty actually kills innocent people.
1816,sally kohn: people support the death penalty only to have vengeance against the pervertr,deterrence is not the only reason i support the death penalty.
1817,bob greene: how about we stop a penalty that has executed innocents? he asks.,"bob greene: if we execute death penalty, we will not be better than murderers."
1818,"if a person kills another person it is murder, whether it's sanctioned by the state or","government doesn't have the right to take someone's life, even in the case of murder."
1819,"bob greene: if we sentence someone to life in prison, we can always free them at a later",bob greene: as long as we sentence people to life in prison we are also GUARANTEED to
1820,the death penalty right now is too easy even i think.,"bob greene: i'm against the death penalty, so why did I say that? he says"
1821,death penalty should be allowed as it deters people from committing serious crimes.,death penalty doesn't need to serve as a deterrent to crime.
1822,bob greene: if the death penalty were an adequate deterrent then we would not have murder.,bob greene: death penalty may not deter crime as well as we think it should. he says
1823,bob greene: i was just making a point about the death penalty. he says it',aganist the penalty as punishment.
1824,"sally kohn: if we continue to allow the death penalty, we are no better than murderers",bob greene: how about we stop a penalty that has executed innocents? he asks.
1825,sally kohn: if i were a victim of murder I would not desire the death penalty,lz granderson: child rapists don't qualify for death penalty unless child that gets
1826,"killing a child is murder in America, says bob greene.","killing a person, no matter the reason, is still murder. lz granderson: it's"
1827,the death penalty is more costly than simple life in prison.,"life in prision is ""much worse"" than death penalty, says lz granderson."
1828,timothy stanley: death penalty not more effective than life imprisonment in deterring murder.,study on deterrent effect of death penalty suggests it's no more effective than life imprisonment. almost every study
1829,killers let out of prison so they can kill again.,no one in the history of maximum security prisons has ever escaped a prison. bob greene:
1830,bob greene: you are probably going to murder somebody. he says you will probably get what you deserve,"bob greene: if you think there shouldn't be a death penalty, you're an idiot"
1831,bob greene: the person you're torturing may be innocent.,"bob greene: you make it sound as though someone is innocent, of anything, they should be killed."
1832,"bob greene: murder is murder, no matter how it is done. he says it doesn't","bob greene: if i ""murder"" someone without cause, he'd deserve to die"
1833,bob greene: death penalty shouldn't matter if you think man is just an animal. he,"bob greene: if you think there shouldn't be a death penalty, you're an idiot"
1834,"roland martin: if you raped and killed my kids, i would not want",a criminal has been raping and killing little children. how do you compare the execution of an innocent child
1835,"lz granderson: if these are indeed comparable, i wouldn't argue for the death penalty",the death penalty has the capacity to kill innocent people.
1836,aaron carroll: if the execution rate decreased and the murder rate increased then that explains the de,lz granderson: our murder rate speaks to the death penalty as a deterrent. he
1837,bob greene: i could kill someone trying to kill my children.,"bob greene: if someone killed my relative, i wouldn't want them killed. he"
1838,the death penalty is a penalty...a punishment.,john avlon: death penalty is so costly.
1839,"the death penalty does not deter murder rates, says aaron carroll. he says it is",death penalty lowers crime rate.
1840,"bob greene: capital punishment is used only for murder, but many other crimes. he says it'",a crime which should result in the death penalty.
1841,the death penalty has been found to be a more effective deterrent.,death penalty doesn't need to serve as a deterrent to crime.
1842,"aaron carroll: if we can't prevent the innocent from unjust punishment, we should not","sally kohn: if we continue to allow the death penalty, we are no better than murderers"
1843,sally kohn: death penalty is a reason why i support it. she says if,lz granderson: killing someone for treason shouldn't be enough. he says it
1844,bob greene: i'm not really in favor of killing innocent people either.,bob greene: I am willing to accept that some innocent people will fall victim. he says family members
1845,aaron carroll: there is no crime which justifies others to kill as punishment. he says,death penalty acts as a deterrent to other would be murderers.
1846,government has no right to kill people.,aaron carroll: government makes errors in releasing dangerous people. he says government also makes mistakes
1847,life in prison is cheaper than sentencing one to the death penalty.,does the death penalty deter evil more than life in prison?
1848,two innocent men were executed in the seventies. aaron carroll: i have heard of two,bob greene: i do not see any moral difference between locking up an innocent person for 60 years.
1849,john avlon: i am very conservative and opposed to abortion and the death penalty.,"bob greene: i consider myself ""liberal"" in the way americans use the term. green"
1850,"bob greene: if you think about it a second before you do it, it classifies it as",bob greene: you think about the unfortunate soul who is truly innocent of murder and executed anyway.
1851,the death penalty has already been carried out.,"if someone were found innocent before execution, they would not be executed. bob greene: a person"
1852,bob greene: i support the death penalty for certain crimes and criminals. he says it',"bob greene: if a criminal wants death, i prefer to be sadistic. he"
1853,"bob greene: with all this talk about innocent people being put to death, i was wondering. green",bob greene: he'd rather be sentenced to death than put with the general prison population.
1854,have you ever thought that death penalty is also violence?,a death penalty isn't much worse than it is.
1855,aaron carroll: people who are killed are mostly innocent people. he says those killed by the,"if the murderer wants the death penalty, they should be allowed it. but for crimes of passion and"
1856,bob greene: i am more interested in the deterrent effect of capital punishment. he says,study on deterrent effect of death penalty suggests it's no more effective than life imprisonment.
1857,the Judicial system determines a proportional response or penalty.,in all honesty im glad i am not someone who has to decide murder as punishment.
1858,bob greene: i'm not saying that the govenrment should do away with the death penalty,bob greene: you have yet to explain why the death penalty is preferable to imprisonment. he says
1859,"bob greene: you may as well ACTUALLY believe anything, if you actually believe in the death",john avlon: you seem to think life in prison is worse than the death penalty.
1860,"only.06% of people who have killed kill again when they escape, are released...",government has no right to kill people.
1861,bob greene: when someone is about to be shot just think what would be happening. he says some,the person(s) that they killed should be killed the same way.
1862,bob greene: death penalty cannot be used as an argument for it.,aaron carroll: there is no clear evidence that the death penalty is not deterrent value.
1863,executions cost far more than to keep a person in prison for life.,bob greene: sentencing someone to life in prison is more expensive than sentence. he says it
1864,does the death penalty deter evil more than life in prison?,"bob greene: life in prision is ""much worse"" than death penalty. he says"
1865,a majority in this country is still for the death penalty.,bob greene: i don't see where in your first source it says that the majority of all countries
1866,>>>If we are sure they raped & killed those innocent children then we should let them die.,if a person wasn't convicted then they surely wouldn's not be murdered.
1867,aaron carroll: i think there should be understandings for justifiable murders.,aaron carroll: i don't disagree with the theory of the death penalty.
1868,no criminal justice system is perfect......,"bob greene: when we can perfect the American Justice System more, i would lend more support to the death"
1869,aaron carroll: we seem to have more compassion for the victims of murderers than we do for them,bob greene: we are locking up more criminals than innocent victims. he says it's
1870,"killing a person, no matter the reason, is still murder. daniel treisman:",killing a person is simply murder once the danger is gone.
1871,bob greene: when someone is about to be shot just think what would be happening. he says some,"if you kill someone, they won't have the chance to get rehabilitated. hel"
1872,the death penalty is simply a legally imposed punishment given to felons who commit crimes.,person sentenced to death for a crime punishable by death should be executed.
1873,aaron carroll: if the execution rate decreased and the murder rate increased then that explains the de,the death penalty is a controversial issue in the united states.
1874,bob greene: i'm not really in favor of killing innocent people either.,bob greene: some innocent people are still sentenced to death. he says there's a
1875,bob greene: just because someone is believed to have done something wrong doesnt mean that they are bad people,if someone is bad enough to be considered for the death penalty then they must have had sure evidence that they are guilty
1876,"if law is flawed you don't ban death penalty, you fix the law.",bob greene: you're not against the death penalty on principle.
1877,rape shouldn't be allowed to live.,"sally kohn: if you raped and killed my kids, i would not want"
1878,lz granderson: how can you justify teaching a generation of children to stop killers from killing?,killers let out of prison so they can kill again.
1879,killing someone because of him is quite hypocritical.,killing a person is simply murder once the danger is gone.
1880,the question with the death penalty is not kill or give no punishment.,the death penalty is a penalty...a punishment.
1881,bob greene: some crimes and criminals deserve death.,lz granderson: i don't think the death penalty is worth it in today's society
1882,"adam lancaster: innocent people need not be sentenced to death. death penalty is unjust,","lz granderson: while innocent people have been convicted to death row condemned to die, there are people who"
1883,a murderer committed murder just to get those things.,"lz granderson: if a person commits murder, they don't deserve to live."
1884,"lz granderson: if justice system is organized and operated correctly, death penalty should be used.",aaron carroll: death penalty should only be used in extreme cases. he says the accused is
1885,sally kohn: i am not related to any death-row-inmate's victims,i have been a victim of rape and if I were murderer I would not desire the death
1886,the death penalty does NOT have better crime rates.,state without death penalty fared BETTER in reducing murder rates.
1887,"...and if I do someday murder someone, I should be killed.","bob greene: death penalty is not murder, but i am personally against it. he says"
1888,"bob greene: murder is murder, no matter how it is done.",sally kohn: there's no point in letting someone live who doesn't want to live
1889,"bob greene: if we execute death penalty, we will not be better than murderers.",bob greene: if europeans don't like the fact that we execute mass murderers in the US
1890,"bob greene: if we execute death penalty, we will not be better than murderers.",bob greene: we shouldn't have the death penalty just on the off chance that we might execute somebody who
1891,a person sentenced to death should be executed.,"if it is already known that the person made the crime, the death penalty may be used."
1892,can life imprisonment prevent a murderer from killing again?,life imprisonment without parole also deters the criminal from recommitting.
1893,"only some states use the death penalty, only certain countries allow it.",too much racism in this country to have the death penalty.
1894,"a death sentence shouldn't be banned, says nicolaus mills.",john avlon: i'm against the death penalty. he says it's because
1895,"killing a person, no matter the reason, is still murder. daniel treisman:",a person can't be given the death penalty.
1896,aaron carroll: as long as we sentence people to life in prison we are also GUARANTE,a life sentence is more expensive than sentencing someone to life in prison.
1897,harsh offenses should be allowed death penalty.,aaron carroll: circumstantial evidenc should not be allowed for death penalty.
1898,"murder is the killing of a human being, i believe.",bob greene: i think there should be understandings for justifiable murders.
1899,life in prison just isn't enough for some crimes.,aaron carroll: people who commit bad crimes shouldn't be allowed to suffer in prison.
1900,"john avlon: capital punishment is not an option, but it's an alternative.","bob greene: you may as well ACTUALLY believe anything, if you actually believe in the death"
1901,life imprisonment without parole also deters the criminal from recommitting.,"a life sentence is already deterred by fear of punishment, says peter bergen."
1902,aaron carroll: death penalty is an act of revenge which cannot be undone. he says,bob greene: death penalty has been used since the beginning of the u.s. he says rarely
1903,"aaron carroll: if we continue to allow the death penalty, we are no better than murderers",aaron carroll: if the death penalty were an adequate deterrent then we would not have murder
