topic,regression_label_binary,regression_label,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
DP,1,1.0,0.341,0.244,0.683,0.115,0.192,0.154,0.312,0.229,0.688,80,101,181,100-200
DP,0,0.5714285714591836,0.359,0.256,0.769,0.305,0.248,0.441,0.578,0.43,1.022,78,125,203,200-250
DP,0,0.2142857142704081,0.163,0.082,0.408,0.163,0.196,0.163,0.316,0.211,0.632,130,77,207,200-250
DP,1,0.7857142857295918,0.34,0.214,0.717,0.146,0.164,0.195,0.667,0.458,1.333,59,132,191,100-200
DP,1,0.714285714377551,0.333,0.222,0.667,0.211,0.251,0.281,0.255,0.199,0.511,58,107,165,100-200
DP,1,1.0,0.292,0.208,0.708,0.087,0.159,0.13,0.313,0.187,0.688,136,72,208,200-250
DP,1,0.6428571428112244,0.526,0.363,1.018,0.054,0.07,0.054,0.324,0.225,0.73,112,72,184,100-200
DP,1,1.0,0.368,0.263,0.789,0.151,0.216,0.226,0.074,0.074,0.074,97,107,204,200-250
DP,0,0.5000000001071427,0.2,0.156,0.4,0.204,0.2,0.367,0.316,0.211,0.632,56,101,157,100-200
DP,1,1.0,0.409,0.288,0.773,0.259,0.297,0.444,0.34,0.239,0.642,84,110,194,100-200
DP,0,0.5714285714591836,0.432,0.288,0.865,0.353,0.305,0.706,0.6,0.44,01.08,54,84,138,100-200
DP,0,0.1428571429183673,0.353,0.235,0.706,1.0,0.714,1.857,0.308,0.205,0.615,99,55,154,100-200
DP,0,0.2857142858367347,0.302,0.201,0.604,0.189,0.215,0.264,0.324,0.198,0.541,56,117,173,100-200
DP,0,0.1428571429183673,0.259,0.148,0.481,0.245,0.234,0.327,0.393,0.262,0.821,140,107,247,200-250
DP,1,0.6428571428112244,0.261,0.242,0.551,0.222,0.224,0.296,0.296,0.222,0.593,176,121,297,250-300
DP,0,0.1428571429183673,0.444,0.296,0.889,0.136,0.213,0.136,0.444,0.296,0.889,62,95,157,100-200
DP,1,0.714285714377551,0.222,0.198,0.346,0.053,0.065,0.053,0.24,0.147,0.36,123,181,304,300-400
DP,0,0.1428571429183673,0.279,0.171,0.465,0.047,0.213,0.093,0.423,0.295,0.808,89,63,152,100-200
DP,0,0.1428571429183673,0.29,0.183,0.484,0.308,0.311,0.385,0.55,0.417,0.95,166,67,233,200-250
DP,0,0.1428571429183673,0.244,0.211,0.488,0.222,0.168,0.444,0.293,0.228,0.683,87,67,154,100-200
DP,0,0.1428571429183673,0.296,0.222,0.667,0.238,0.227,0.333,0.364,0.242,0.727,121,67,188,100-200
DP,0,0.4285714285408163,0.194,0.151,0.387,0.214,0.284,0.25,0.526,0.374,1.018,163,79,242,200-250
DP,0,0.1428571429183673,0.231,0.231,0.231,0.087,0.103,0.13,0.077,0.077,0.154,103,91,194,100-200
DP,0,0.4285714285408163,0.424,0.242,0.788,0.203,0.212,0.271,0.4,0.3,0.7,91,56,147,100-200
DP,0,0.2142857142704081,0.272,0.222,0.469,0.275,0.234,0.431,0.333,0.27,0.571,213,122,335,300-400
DP,0,0.4285714285408163,0.359,0.274,0.718,0.226,0.209,0.355,0.2,0.133,0.5,98,185,283,250-300
DP,0,0.1428571429183673,0.278,0.204,0.556,0.255,0.244,0.34,0.358,0.279,0.537,139,176,315,300-400
DP,1,0.6428571428112244,0.269,0.192,0.615,0.364,0.301,0.582,0.31,0.253,0.621,91,125,216,200-250
DP,0,0.1428571429183673,0.186,0.155,0.279,0.286,0.307,0.357,0.167,0.13,0.278,73,96,169,100-200
DP,0,0.2142857142704081,0.212,0.152,0.394,0.077,0.139,0.038,0.407,0.316,0.678,192,87,279,250-300
DP,0,0.1428571429183673,0.296,0.173,0.741,0.12,0.139,0.2,0.37,0.173,0.963,90,60,150,100-200
DP,0,0.4285714285408163,0.27,0.162,0.595,0.316,0.313,0.386,0.27,0.162,0.595,59,83,142,100-200
DP,1,0.6428571428112244,0.232,0.164,0.348,0.125,0.09,0.25,0.08,0.08,0.08,209,65,274,250-300
DP,0,0.1428571429183673,0.203,0.192,0.373,0.308,0.294,0.538,0.089,0.133,0.133,200,81,281,250-300
DP,0,0.1428571429183673,0.278,0.167,0.611,0.311,0.273,0.489,0.293,0.195,0.585,84,53,137,100-200
DP,0,0.3571428571887755,0.429,0.286,0.857,0.255,0.251,0.327,0.067,0.133,0.2,58,44,102,100-200
DP,0,0.3571428571887755,0.333,0.222,0.667,0.222,0.214,0.311,0.414,0.322,0.69,84,81,165,100-200
DP,0,0.2142857142704081,0.227,0.167,0.455,0.208,0.172,0.25,0.182,0.182,0.424,133,58,191,100-200
DP,0,0.5714285714591836,0.375,0.24,0.813,0.178,0.215,0.311,0.34,0.227,0.681,92,167,259,250-300
DP,1,0.714285714377551,0.455,0.333,0.879,1.0,0.714,1.857,0.516,0.366,0.968,117,72,189,100-200
DP,0,0.5714285714591836,0.607,0.427,1.146,0.128,0.176,0.255,0.364,0.291,0.655,178,213,391,300-400
DP,0,0.2142857142704081,0.286,0.21,0.629,0.098,0.121,0.098,0.4,0.293,0.88,100,45,145,100-200
DP,1,0.714285714377551,0.333,0.185,0.778,0.162,0.131,0.27,0.444,0.247,1.037,62,83,145,100-200
DP,0,0.5000000001071427,0.39,0.252,0.707,0.19,0.164,0.381,0.507,0.376,0.958,216,184,400,300-400
DP,0,0.1428571429183673,0.379,0.241,0.828,0.24,0.283,0.347,0.385,0.282,0.692,67,109,176,100-200
DP,1,0.714285714377551,0.647,0.451,1.235,0.32,0.275,0.48,0.667,0.444,1.333,94,74,168,100-200
DP,1,0.714285714377551,0.409,0.288,0.727,0.271,0.267,0.339,0.426,0.284,0.851,88,110,198,100-200
DP,0,0.1428571429183673,0.389,0.259,0.833,0.357,0.352,0.429,0.4,0.3,0.75,47,94,141,100-200
DP,0,0.2857142858367347,0.333,0.25,0.667,1.0,0.714,1.857,0.439,0.309,0.829,127,62,189,100-200
DP,0,0.1428571429183673,0.216,0.171,0.405,0.093,0.116,0.093,0.423,0.346,0.769,59,66,125,100-200
DP,0,0.5714285714591836,0.19,0.19,0.286,0.233,0.258,0.333,0.256,0.256,0.359,92,94,186,100-200
DP,0,0.4285714285408163,0.48,0.347,0.88,0.105,0.15,0.105,0.69,0.552,1.138,115,104,219,200-250
DP,0,0.1428571429183673,0.298,0.241,0.426,1.0,0.714,1.857,0.186,0.155,0.279,52,90,142,100-200
DP,0,0.4285714285408163,0.359,0.256,0.769,0.054,0.134,0.054,0.378,0.27,0.811,98,64,162,100-200
DP,1,0.6428571428112244,0.286,0.214,0.5,0.217,0.146,0.391,0.632,0.468,1.123,78,109,187,100-200
DP,0,0.1428571429183673,0.25,0.208,0.375,0.286,0.278,0.367,0.0,0.0,0.0,76,50,126,100-200
DP,0,0.3571428571887755,0.235,0.17,0.471,0.043,0.107,0.043,0.333,0.247,0.741,129,59,188,100-200
DP,0,0.2142857142704081,0.246,0.175,0.526,0.061,0.086,0.061,0.5,0.361,0.917,119,140,259,250-300
DP,0,0.1428571429183673,0.077,0.077,0.077,0.143,0.184,0.143,0.35,0.217,0.75,77,56,133,100-200
DP,0,0.2857142858367347,0.391,0.304,0.826,0.776,0.531,1.51,0.39,0.26,0.878,103,76,179,100-200
DP,1,1.0,0.554,0.41,1.046,0.182,0.204,0.182,0.548,0.376,1.065,143,139,282,250-300
DP,0,0.4285714285408163,0.3,0.189,0.633,0.162,0.18,0.27,0.146,0.114,0.341,52,185,237,200-250
DP,0,0.1428571429183673,0.245,0.163,0.49,0.128,0.151,0.17,0.308,0.256,0.538,136,65,201,200-250
DP,0,0.3571428571887755,0.323,0.28,0.516,0.246,0.267,0.308,0.583,0.444,1.0,64,87,151,100-200
DP,0,0.2857142858367347,0.222,0.148,0.519,0.047,0.078,0.047,0.449,0.367,0.857,132,65,197,100-200
DP,0,0.2142857142704081,0.209,0.129,0.448,0.245,0.277,0.408,0.5,0.361,0.958,179,65,244,200-250
DP,0,0.4285714285408163,0.349,0.286,0.571,0.143,0.165,0.143,0.4,0.3,0.667,69,158,227,200-250
DP,0,0.3571428571887755,0.341,0.244,0.634,0.226,0.215,0.34,0.162,0.126,0.378,86,83,169,100-200
DP,0,0.5714285714591836,0.238,0.159,0.524,0.231,0.216,0.269,0.4,0.267,0.8,125,72,197,100-200
DP,0,0.3571428571887755,0.455,0.333,0.818,0.2,0.213,0.333,0.8,0.582,1.455,67,140,207,200-250
DP,0,0.1428571429183673,0.263,0.158,0.579,0.163,0.228,0.204,0.16,0.053,0.48,76,69,145,100-200
DP,1,0.7857142857295918,0.235,0.157,0.471,1.0,0.714,1.857,0.359,0.256,0.667,78,59,137,100-200
DP,0,0.3571428571887755,0.086,0.067,0.143,0.298,0.25,0.468,0.154,0.154,0.256,229,64,293,250-300
DP,0,0.5714285714591836,0.471,0.314,0.941,0.286,0.231,0.571,0.345,0.253,0.759,93,64,157,100-200
DP,0,0.2142857142704081,0.295,0.23,0.623,0.208,0.213,0.292,0.407,0.35,0.78,96,129,225,200-250
DP,0,0.2142857142704081,0.263,0.219,0.553,0.054,0.154,0.108,0.407,0.316,0.678,181,162,343,300-400
DP,0,0.4285714285408163,0.318,0.227,0.591,0.14,0.166,0.14,0.517,0.379,0.931,58,100,158,100-200
DP,0,0.5714285714591836,0.279,0.217,0.465,0.213,0.201,0.298,0.278,0.204,0.5,128,71,199,100-200
DP,0,0.2857142858367347,0.316,0.211,0.632,0.241,0.251,0.414,0.286,0.19,0.571,54,122,176,100-200
DP,0,0.1428571429183673,0.476,0.317,1.048,0.245,0.212,0.408,0.541,0.324,1.189,89,59,148,100-200
DP,0,0.3571428571887755,0.311,0.222,0.578,0.286,0.262,0.4,0.386,0.269,0.737,86,120,206,200-250
DP,0,0.5000000001071427,0.25,0.187,0.5,0.196,0.254,0.196,0.321,0.25,0.536,74,164,238,200-250
DP,0,0.1428571429183673,0.353,0.275,0.588,0.361,0.374,0.525,0.429,0.357,0.714,114,89,203,200-250
DP,0,0.3571428571887755,0.303,0.263,0.424,0.143,0.134,0.238,0.065,0.129,0.129,97,87,184,100-200
DP,0,0.2142857142704081,0.264,0.164,0.566,0.061,0.078,0.061,0.545,0.4,1.055,68,122,190,100-200
DP,0,0.1428571429183673,0.308,0.231,0.558,0.174,0.197,0.13,0.464,0.369,0.768,77,123,200,100-200
DP,0,0.2142857142704081,0.182,0.152,0.364,0.211,0.233,0.211,0.133,0.089,0.4,91,46,137,100-200
DP,0,0.1428571429183673,0.229,0.152,0.514,1.0,0.714,1.857,0.32,0.267,0.44,150,176,326,300-400
DP,0,0.5000000001071427,0.321,0.25,0.607,0.308,0.298,0.538,0.3,0.233,0.483,105,139,244,200-250
DP,0,0.2142857142704081,0.245,0.231,0.408,0.204,0.204,0.286,0.171,0.171,0.114,131,116,247,200-250
DP,0,0.2142857142704081,0.375,0.258,0.675,0.067,0.087,0.067,0.423,0.321,0.731,166,121,287,250-300
DP,0,0.2142857142704081,0.31,0.178,0.479,0.143,0.146,0.214,0.429,0.333,0.679,118,169,287,250-300
DP,0,0.1428571429183673,0.256,0.188,0.462,0.056,0.082,0.056,0.286,0.21,0.514,83,54,137,100-200
DP,0,0.1428571429183673,0.214,0.19,0.357,0.346,0.34,0.346,0.14,0.14,0.233,170,87,257,250-300
DP,1,0.6428571428112244,0.275,0.196,0.51,1.0,0.714,1.857,0.489,0.37,0.844,170,107,277,250-300
DP,1,1.0,0.256,0.188,0.564,0.316,0.233,0.596,0.196,0.157,0.51,81,70,151,100-200
DP,0,0.2142857142704081,0.476,0.286,1.048,0.231,0.193,0.385,0.435,0.261,0.957,59,76,135,100-200
DP,0,0.5714285714591836,0.31,0.218,0.655,0.308,0.303,0.385,0.174,0.101,0.348,85,167,252,250-300
DP,0,0.3571428571887755,0.14,0.14,0.233,0.407,0.331,0.712,0.146,0.146,0.244,90,80,170,100-200
DP,0,0.2142857142704081,0.267,0.193,0.4,0.24,0.23,0.32,0.5,0.4,0.8,97,67,164,100-200
DP,0,0.5000000001071427,0.362,0.262,0.66,0.286,0.242,0.449,0.2,0.126,0.422,55,106,161,100-200
DP,0,0.1428571429183673,0.275,0.144,0.627,0.083,0.091,0.083,0.367,0.278,0.833,112,64,176,100-200
DP,1,0.9285714286479592,0.5,0.367,0.9,0.351,0.28,0.632,0.286,0.19,0.571,56,58,114,100-200
DP,0,0.2142857142704081,0.286,0.208,0.494,0.219,0.197,0.344,0.182,0.136,0.409,170,186,356,300-400
DP,0,0.5000000001071427,0.356,0.252,0.622,0.163,0.226,0.163,0.438,0.312,0.875,135,123,258,250-300
DP,0,0.5714285714591836,0.375,0.264,0.583,0.237,0.277,0.441,0.15,0.117,0.25,125,112,237,200-250
DP,0,0.5714285714591836,0.333,0.222,0.667,0.083,0.122,0.083,0.5,0.372,0.885,58,84,142,100-200
DP,0,0.5714285714591836,0.289,0.225,0.578,0.226,0.215,0.264,0.286,0.238,0.429,149,209,358,300-400
DP,0,0.3571428571887755,0.333,0.259,0.556,0.245,0.217,0.408,0.25,0.217,0.35,62,66,128,100-200
DP,0,0.5714285714591836,0.359,0.291,0.667,0.133,0.133,0.1,0.103,0.12,0.256,56,69,125,100-200
DP,0,0.1428571429183673,0.28,0.227,0.6,0.231,0.191,0.269,0.298,0.213,0.553,134,52,186,100-200
DP,0,0.5000000001071427,0.143,0.143,0.143,0.082,0.134,0.082,0.182,0.182,0.182,73,58,131,100-200
DP,0,0.1428571429183673,0.278,0.204,0.5,1.0,0.714,1.857,0.261,0.203,0.435,70,76,146,100-200
DP,0,0.4285714285408163,0.312,0.198,0.75,0.227,0.218,0.318,0.304,0.246,0.609,71,156,227,200-250
DP,0,0.4285714285408163,0.305,0.203,0.508,0.296,0.297,0.444,0.491,0.34,0.943,123,157,280,250-300
DP,0,0.2142857142704081,0.462,0.359,0.769,0.085,0.094,0.085,0.359,0.256,0.667,74,65,139,100-200
DP,1,0.7857142857295918,0.375,0.24,0.75,0.267,0.212,0.533,0.456,0.327,0.947,156,109,265,250-300
DP,0,0.2857142858367347,0.261,0.203,0.522,0.111,0.08,0.222,0.222,0.148,0.489,147,119,266,250-300
DP,1,0.714285714377551,0.423,0.291,0.789,1.0,0.714,1.857,0.5,0.333,1.1,121,117,238,200-250
DP,0,0.2857142858367347,0.229,0.19,0.4,0.222,0.202,0.519,0.133,0.148,0.311,58,77,135,100-200
DP,0,0.2142857142704081,0.371,0.295,0.657,0.133,0.149,0.089,0.35,0.25,0.65,132,114,246,200-250
DP,0,0.1428571429183673,0.237,0.226,0.492,0.085,0.2,0.085,0.54,0.392,0.984,66,139,205,200-250
DP,0,0.2142857142704081,0.277,0.199,0.574,0.146,0.167,0.146,0.557,0.393,1.016,66,112,178,100-200
DP,1,0.6428571428112244,0.279,0.186,0.651,1.0,0.714,1.857,0.231,0.179,0.538,123,90,213,200-250
DP,0,0.5714285714591836,0.39,0.26,0.78,1.0,0.667,2.0,0.359,0.222,0.769,80,80,160,100-200
DP,0,0.1428571429183673,0.238,0.175,0.571,0.308,0.264,0.269,0.256,0.154,0.564,84,58,142,100-200
DP,0,0.2857142858367347,0.256,0.188,0.462,1.0,0.714,1.857,0.4,0.267,0.8,49,90,139,100-200
DP,0,0.3571428571887755,0.348,0.232,0.696,0.379,0.329,0.586,0.222,0.173,0.37,56,55,111,100-200
DP,0,0.1428571429183673,0.35,0.25,0.65,0.151,0.242,0.189,0.279,0.186,0.605,104,70,174,100-200
DP,0,0.2142857142704081,0.571,0.381,1.143,0.13,0.153,0.087,0.364,0.222,0.848,61,79,140,100-200
DP,0,0.3571428571887755,0.205,0.188,0.462,0.238,0.225,0.333,0.194,0.194,0.194,54,97,151,100-200
DP,1,0.6428571428112244,0.318,0.258,0.545,0.115,0.125,0.038,0.25,0.183,0.45,62,97,159,100-200
DP,0,0.3571428571887755,0.262,0.164,0.525,0.203,0.212,0.271,0.292,0.208,0.542,101,118,219,200-250
DP,1,0.7857142857295918,0.238,0.143,0.524,0.163,0.174,0.367,0.244,0.146,0.537,80,119,199,100-200
DP,0,0.3571428571887755,0.222,0.176,0.444,1.0,0.667,2.0,0.327,0.258,0.694,150,184,334,300-400
DP,0,0.1428571429183673,0.269,0.154,0.577,0.189,0.226,0.264,0.536,0.417,0.964,129,78,207,200-250
DP,0,0.5714285714591836,0.264,0.214,0.566,0.122,0.215,0.122,0.414,0.322,0.897,104,88,192,100-200
DP,0,0.2142857142704081,0.41,0.308,0.718,0.213,0.2,0.298,0.553,0.411,0.979,68,100,168,100-200
DP,0,0.2142857142704081,0.328,0.24,0.623,0.179,0.213,0.143,0.444,0.296,0.889,129,67,196,100-200
DP,0,0.2142857142704081,0.131,0.087,0.328,0.163,0.228,0.122,0.235,0.137,0.471,205,64,269,250-300
DP,0,0.5714285714591836,0.293,0.222,0.507,0.15,0.143,0.25,0.392,0.288,0.706,167,134,301,300-400
DP,0,0.2857142858367347,0.39,0.211,0.805,0.226,0.196,0.377,0.429,0.286,0.943,65,87,152,100-200
DP,0,0.2142857142704081,0.233,0.133,0.467,0.093,0.123,0.093,0.208,0.167,0.5,58,152,210,200-250
DP,0,0.5714285714591836,0.291,0.194,0.582,1.0,0.714,1.857,0.261,0.174,0.522,136,69,205,200-250
DP,1,1.0,0.323,0.237,0.645,0.148,0.139,0.222,0.316,0.269,0.526,150,96,246,200-250
DP,0,0.2142857142704081,0.3,0.233,0.5,0.143,0.167,0.286,0.431,0.327,0.745,81,63,144,100-200
DP,0,0.0714285715663265,0.203,0.193,0.348,0.244,0.206,0.439,0.241,0.172,0.448,166,109,275,250-300
DP,1,0.6428571428112244,0.39,0.26,0.78,0.15,0.174,0.15,0.52,0.36,1.0,96,63,159,100-200
DP,0,0.3571428571887755,0.267,0.24,0.587,0.036,0.08,0.036,0.286,0.226,0.607,69,206,275,250-300
DP,0,0.1428571429183673,0.164,0.128,0.411,1.0,0.714,1.857,0.2,0.2,0.3,200,51,251,250-300
DP,0,0.1428571429183673,0.267,0.207,0.533,0.333,0.263,0.533,0.436,0.315,0.8,106,87,193,100-200
DP,1,0.714285714377551,0.245,0.163,0.571,0.222,0.267,0.333,0.5,0.372,0.885,131,88,219,200-250
DP,0,0.3571428571887755,0.258,0.215,0.452,0.174,0.187,0.174,0.222,0.148,0.444,76,64,140,100-200
DP,0,0.2142857142704081,0.217,0.203,0.478,0.125,0.164,0.208,0.4,0.255,0.836,123,60,183,100-200
DP,0,0.1428571429183673,0.204,0.19,0.408,0.0,0.089,0.0,0.276,0.161,0.552,123,67,190,100-200
DP,0,0.4285714285408163,0.408,0.272,0.816,0.308,0.311,0.385,0.553,0.383,1.064,66,136,202,200-250
DP,0,0.2857142858367347,0.267,0.207,0.533,0.333,0.293,0.5,0.25,0.167,0.4,123,84,207,200-250
DP,1,0.714285714377551,0.324,0.265,0.441,0.118,0.133,0.118,0.519,0.37,0.963,112,160,272,250-300
DP,0,0.2857142858367347,0.377,0.242,0.783,0.13,0.143,0.13,0.367,0.258,0.776,83,181,264,250-300
DP,0,0.3571428571887755,0.348,0.203,0.783,0.114,0.186,0.057,0.368,0.263,0.789,119,74,193,100-200
DP,0,0.5000000001071427,0.312,0.281,0.5,0.296,0.297,0.444,0.484,0.355,0.871,110,157,267,250-300
DP,0,0.2142857142704081,0.148,0.123,0.222,1.0,0.714,1.857,0.182,0.133,0.345,124,97,221,200-250
DP,1,0.6428571428112244,0.296,0.222,0.519,0.254,0.267,0.413,0.264,0.214,0.415,99,89,188,100-200
DP,0,0.5000000001071427,0.377,0.29,0.783,0.1,0.078,0.2,0.364,0.277,0.883,150,112,262,250-300
DP,0,0.1428571429183673,0.16,0.147,0.32,0.125,0.173,0.125,0.222,0.163,0.489,96,88,184,100-200
DP,1,1.0,0.511,0.312,1.106,1.0,0.714,1.857,0.5,0.292,1.125,59,103,162,100-200
DP,1,0.7857142857295918,0.361,0.23,0.754,0.3,0.263,0.333,0.348,0.232,0.696,78,321,399,300-400
DP,0,0.3571428571887755,0.295,0.24,0.623,0.19,0.234,0.143,0.37,0.272,0.704,112,162,274,250-300
DP,0,0.2857142858367347,0.324,0.255,0.647,0.16,0.177,0.16,0.333,0.235,0.63,150,157,307,300-400
DP,0,0.1428571429183673,0.186,0.116,0.302,0.13,0.185,0.13,0.108,0.054,0.27,66,99,165,100-200
DP,0,0.2857142858367347,0.387,0.237,0.71,0.213,0.281,0.255,0.526,0.339,1.088,122,157,279,250-300
DP,0,0.2142857142704081,0.217,0.188,0.478,0.065,0.152,0.129,0.125,0.097,0.25,87,93,180,100-200
DP,0,0.5714285714591836,0.377,0.301,0.672,0.333,0.299,0.455,0.391,0.246,0.826,110,99,209,200-250
DP,0,0.2857142858367347,0.226,0.201,0.377,0.15,0.151,0.25,0.279,0.202,0.465,176,87,263,250-300
DP,0,0.2857142858367347,0.312,0.229,0.562,0.167,0.146,0.333,0.423,0.269,0.885,61,87,148,100-200
DP,0,0.2142857142704081,0.204,0.177,0.367,0.138,0.153,0.138,0.353,0.248,0.745,94,95,189,100-200
DP,1,0.7857142857295918,0.304,0.217,0.652,0.24,0.262,0.2,0.195,0.163,0.439,148,71,219,200-250
DP,1,0.6428571428112244,0.231,0.244,0.269,0.255,0.27,0.436,0.182,0.242,0.318,92,133,225,200-250
DP,1,0.714285714377551,0.264,0.214,0.491,0.257,0.216,0.429,0.308,0.231,0.538,107,99,206,200-250
DP,0,0.1428571429183673,0.161,0.086,0.355,0.118,0.147,0.235,0.205,0.12,0.513,62,233,295,250-300
DP,0,0.4285714285408163,0.196,0.131,0.353,0.255,0.214,0.426,0.122,0.122,0.327,64,123,187,100-200
DP,1,0.9285714286479592,0.519,0.395,0.926,0.143,0.207,0.179,0.273,0.212,0.455,136,59,195,100-200
DP,0,0.1428571429183673,0.235,0.176,0.412,0.308,0.311,0.346,0.429,0.333,0.714,90,167,257,250-300
DP,0,0.1428571429183673,0.4,0.24,0.88,0.279,0.266,0.372,0.298,0.184,0.638,134,113,247,200-250
DP,0,0.2142857142704081,0.333,0.27,0.524,0.192,0.194,0.308,0.261,0.188,0.304,67,65,132,100-200
DP,0,0.1428571429183673,0.271,0.203,0.542,0.1,0.146,0.1,0.483,0.368,0.897,121,104,225,200-250
DP,0,0.3571428571887755,0.338,0.236,0.677,0.302,0.37,0.302,0.513,0.41,0.821,162,121,283,250-300
DP,0,0.5000000001071427,0.439,0.341,0.927,0.25,0.295,0.333,0.37,0.247,0.741,84,90,174,100-200
DP,0,0.1428571429183673,0.174,0.116,0.348,0.271,0.262,0.339,0.415,0.314,0.717,114,65,179,100-200
DP,1,0.7857142857295918,0.358,0.259,0.716,0.15,0.182,0.3,0.636,0.455,1.182,103,151,254,250-300
DP,0,0.2857142858367347,0.227,0.167,0.409,0.174,0.195,0.261,0.205,0.137,0.513,62,113,175,100-200
DP,0,0.5714285714591836,0.439,0.309,0.829,0.286,0.282,0.357,0.263,0.211,0.474,97,46,143,100-200
DP,0,0.5000000001071427,0.216,0.144,0.432,0.208,0.234,0.208,0.591,0.409,1.136,220,122,342,300-400
DP,0,0.2857142858367347,0.255,0.218,0.509,0.05,0.122,0.1,0.16,0.133,0.24,134,59,193,100-200
DP,0,0.2857142858367347,0.226,0.113,0.453,0.069,0.142,0.069,0.083,0.056,0.167,103,89,192,100-200
DP,0,0.2142857142704081,0.278,0.222,0.556,0.8,0.578,1.467,0.231,0.179,0.462,162,121,283,250-300
DP,1,0.9285714286479592,0.261,0.13,0.522,0.133,0.206,0.311,0.318,0.212,0.682,91,72,163,100-200
DP,0,0.1428571429183673,0.203,0.124,0.407,0.255,0.292,0.383,0.4,0.279,0.764,164,74,238,200-250
DP,0,0.1428571429183673,0.281,0.219,0.469,0.103,0.127,0.205,0.387,0.323,0.581,79,127,206,200-250
DP,0,0.2142857142704081,0.24,0.147,0.44,0.277,0.301,0.338,0.264,0.201,0.453,106,69,175,100-200
DP,0,0.5000000001071427,0.27,0.18,0.595,0.3,0.269,0.5,0.313,0.187,0.688,64,101,165,100-200
DP,1,0.7857142857295918,0.25,0.236,0.5,0.065,0.094,0.194,0.453,0.328,0.922,71,170,241,200-250
DP,0,0.2142857142704081,0.222,0.16,0.296,0.222,0.207,0.37,0.244,0.146,0.341,65,183,248,200-250
DP,1,0.8571428570816325,0.209,0.149,0.448,0.158,0.197,0.158,0.259,0.185,0.556,189,80,269,250-300
DP,0,0.5000000001071427,0.333,0.244,0.733,0.163,0.226,0.204,0.333,0.244,0.733,62,61,123,100-200
DP,0,0.5000000001071427,0.378,0.27,0.703,1.0,0.714,1.857,0.261,0.261,0.261,84,78,162,100-200
DP,0,0.2857142858367347,0.293,0.258,0.64,0.105,0.137,0.105,0.292,0.181,0.625,162,144,306,300-400
DP,0,0.3571428571887755,0.286,0.19,0.571,1.0,0.714,1.857,0.407,0.309,0.704,74,78,152,100-200
DP,0,0.5000000001071427,0.255,0.142,0.596,0.204,0.227,0.163,0.235,0.157,0.471,97,113,210,200-250
DP,0,0.1428571429183673,0.264,0.214,0.491,0.776,0.531,1.51,0.345,0.241,0.759,99,126,225,200-250
DP,0,0.4285714285408163,0.203,0.113,0.271,0.419,0.337,0.806,0.213,0.184,0.383,54,185,239,200-250
DP,1,0.8571428570816325,0.364,0.303,0.727,1.0,0.714,1.857,0.235,0.157,0.412,59,56,115,100-200
DP,0,0.5714285714591836,0.267,0.178,0.533,0.08,0.1,0.08,0.302,0.226,0.604,119,77,196,100-200
DP,1,0.7857142857295918,0.34,0.189,0.83,0.118,0.148,0.118,0.359,0.256,0.667,152,90,242,200-250
DP,0,0.1428571429183673,0.296,0.247,0.444,0.235,0.263,0.314,0.207,0.207,0.138,51,73,124,100-200
DP,1,1.0,0.462,0.359,0.769,0.34,0.319,0.491,0.244,0.179,0.439,115,113,228,200-250
DP,0,0.5000000001071427,0.478,0.362,0.913,0.17,0.236,0.17,0.456,0.363,0.807,77,84,161,100-200
DP,0,0.2857142858367347,0.486,0.342,0.919,1.0,0.714,1.857,0.256,0.188,0.462,62,52,114,100-200
DP,0,0.1428571429183673,0.179,0.169,0.299,0.31,0.294,0.414,0.189,0.195,0.283,88,140,228,200-250
DP,0,0.2857142858367347,0.205,0.154,0.513,1.0,0.714,1.857,0.194,0.129,0.581,75,97,172,100-200
DP,0,0.5714285714591836,0.286,0.175,0.429,0.129,0.168,0.129,0.187,0.083,0.312,67,107,174,100-200
DP,0,0.1428571429183673,0.222,0.173,0.519,1.0,0.714,1.857,0.5,0.333,1.0,127,110,237,200-250
DP,0,0.2857142858367347,0.304,0.22,0.554,0.162,0.176,0.108,0.263,0.228,0.368,150,89,239,200-250
DP,0,0.2142857142704081,0.103,0.103,0.103,0.085,0.117,0.085,0.5,0.397,0.808,56,162,218,200-250
DP,0,0.5714285714591836,0.255,0.17,0.298,0.305,0.277,0.441,0.245,0.218,0.245,90,125,215,200-250
DP,0,0.2142857142704081,0.377,0.314,0.717,0.093,0.115,0.093,0.392,0.261,0.784,119,96,215,200-250
DP,0,0.1428571429183673,0.298,0.213,0.553,0.286,0.259,0.214,0.426,0.312,0.766,87,121,208,200-250
DP,0,0.1428571429183673,0.294,0.255,0.529,1.0,0.714,1.857,0.229,0.19,0.457,76,46,122,100-200
DP,0,0.1428571429183673,0.273,0.212,0.545,0.296,0.297,0.444,0.286,0.27,0.524,74,123,197,100-200
DP,0,0.2142857142704081,0.163,0.109,0.327,0.308,0.303,0.385,0.182,0.141,0.303,45,194,239,200-250
DP,0,0.2142857142704081,0.255,0.199,0.468,0.182,0.177,0.255,0.308,0.244,0.615,43,114,157,100-200
DP,0,0.1428571429183673,0.39,0.293,0.683,1.0,0.714,1.857,0.267,0.207,0.533,76,52,128,100-200
